subject,file,lineno,NOC,NOL,experience-based,statistics-based,tuning machine
flask,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\flask\examples\minitwit\minitwit.py,71,30,1,0,0,0
flask,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\flask\examples\minitwit\minitwit.py,71,17,1,0,0,0
flask,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\flask\examples\minitwit\minitwit.py,78,17,1,0,0,0
flask,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\flask\flask\helpers.py,405,52,2,1,0,0
flask,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\flask\scripts\flaskext_migrate.py,98,50,2,1,0,0
