subject,tag,file,lineno,NBC
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,595,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,600,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,605,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,118,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,131,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,173,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,186,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,257,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,270,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,346,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,359,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,514,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_fblas.py,527,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\bsr.py,22,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\coo.py,21,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\csc.py,19,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\csr.py,20,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\lil.py,19,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_base.py,3881,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_base.py,3887,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_base.py,3897,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\sparse\tests\test_base.py,3944,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_stats.py,2696,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\stats\tests\test_stats.py,2812,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\lib\ansible\module_utils\facts.py,2125,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\lib\ansible\module_utils\facts.py,2143,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\lib\ansible\module_utils\facts.py,2150,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\lib\ansible\module_utils\facts.py,2238,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\lib\ansible\module_utils\facts.py,2249,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\module_utils\facts.py,2051,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\module_utils\facts.py,2069,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\module_utils\facts.py,2076,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\module_utils\facts.py,2131,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\module_utils\facts.py,2142,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\parsing\yaml\objects.py,49,2
ansible,v1.9.2-0.1.rc1,E:\my code\pysmell\subject_raw\ansible\ansible\v2\ansible\playbook\play.py,36,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,113,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,127,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,162,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,192,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,216,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,291,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,551,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,844,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,865,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,893,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\auth.py,924,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\fields.py,306,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mturk\question.py,210,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\cloudformation\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\cloudsearch\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\cloudsearch2\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\cloudtrail\test_cert_verification.py,33,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\datapipeline\test_cert_verification.py,33,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\autoscale\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\cloudwatch\test_cert_verification.py,33,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\elb\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\elastictranscoder\test_cert_verification.py,29,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\emr\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\glacier\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\iam\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\kinesis\test_cert_verification.py,33,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\logs\test_cert_verification.py,33,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\rds\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\rds2\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\redshift\test_cert_verification.py,29,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\route53\test_cert_verification.py,35,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\sdb\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ses\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\sns\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\sqs\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\sts\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\support\test_cert_verification.py,29,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_cert_verification.py,34,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\ec2\test_blockdevicemapping.py,111,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\error.py,48,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\ultratb.py,1104,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_inputsplitter.py,583,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_inputsplitter.py,596,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_interactiveshell.py,569,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_interactiveshell.py,590,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_interactiveshell.py,605,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_shellapp.py,28,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\demo.py,547,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\demo.py,578,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\demo.py,582,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\terminal\ipapp.py,185,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\testing\plugin\ipdoctest.py,573,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\testing\tests\test_tools.py,91,2
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\tests\test_process.py,93,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_multiarray.py,2338,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,137,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,141,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,177,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,183,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,189,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,195,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,226,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,232,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,326,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_numerictypes.py,332,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_scalarinherit.py,11,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_scalarinherit.py,14,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_scalarinherit.py,16,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_umath.py,502,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,92,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,97,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,102,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,152,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,158,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,164,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,170,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,176,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,182,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,242,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,248,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,254,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,260,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,266,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,272,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,320,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,326,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,332,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,338,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,344,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\core\tests\test_unicode.py,350,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_io.py,169,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_io.py,177,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_nanfunctions.py,357,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\lib\tests\test_nanfunctions.py,391,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,374,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,439,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,469,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,485,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,509,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,532,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,559,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,601,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,687,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\linalg\tests\test_linalg.py,740,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\mrecords.py,103,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_subclassing.py,42,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\ma\tests\test_subclassing.py,64,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\testing\tests\test_utils.py,64,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\testing\tests\test_utils.py,220,2
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\testing\tests\test_utils.py,261,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\data.py,278,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,572,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,878,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1703,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1716,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1731,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1760,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\grammar.py,199,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\grammar.py,375,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,1393,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,1396,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,1404,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,1445,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1612,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1614,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1616,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1618,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\bracket_parse.py,108,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\pl196x.py,93,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\plaintext.py,135,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\tagged.py,172,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,252,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,305,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,394,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,441,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,495,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,531,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\mace.py,24,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\mace.py,183,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\prover9.py,60,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\prover9.py,251,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\earleychart.py,114,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\earleychart.py,379,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,275,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,497,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,513,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,516,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,519,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,522,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,526,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,577,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,592,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,618,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,640,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,643,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,652,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,792,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,736,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\stem\snowball.py,134,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\sequential.py,562,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\test\doctest_nose_plugin.py,155,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tokenize\punkt.py,1187,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\setupext.py,737,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\misc\rc_traits.py,164,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\fourier_demo_wx.py,130,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,417,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,433,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,454,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,460,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,501,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,513,2
