subject,tag,file,lineno,LEC,DNC,NCT
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\handler.py,43,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\handler.py,44,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\https_connection.py,62,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\https_connection.py,63,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\jsonresponse.py,36,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\jsonresponse.py,44,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\jsonresponse.py,45,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\optionstatus.py,178,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\optionstatus.py,219,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,39,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,41,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,42,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,43,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,44,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch\search.py,45,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,327,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,329,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,337,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,339,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,350,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,352,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,360,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,362,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,372,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,374,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,382,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,384,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,394,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,396,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,404,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,406,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,415,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,417,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,419,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,426,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,428,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,431,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,440,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\domain.py,442,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\optionstatus.py,163,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\optionstatus.py,204,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\search.py,40,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\search.py,41,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\search.py,42,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\search.py,43,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\cloudsearch2\search.py,44,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb\schema.py,88,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb\schema.py,92,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb\schema.py,98,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb\schema.py,105,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\fields.py,211,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\items.py,138,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\items.py,145,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\items.py,292,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\items.py,301,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,295,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,297,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,299,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,301,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,306,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,359,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,1333,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,1469,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,1559,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,1562,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\dynamodb2\table.py,1570,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\ecs\item.py,130,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\iam\connection.py,29,,6,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mturk\notification.py,70,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\mws\connection.py,79,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryrequest.py,387,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\roboto\awsqueryservice.py,36,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,132,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,134,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,135,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,173,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,535,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\connection.py,561,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\route53\zone.py,60,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\sdb\db\manager\sdbmanager.py,83,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\sdb\db\manager\sdbmanager.py,89,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\sdb\db\manager\xmlmanager.py,63,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\sdb\db\manager\xmlmanager.py,69,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\boto\sqs\connection.py,363,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\scripts\rebuild_endpoints.py,40,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\datapipeline\test_layer1.py,90,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\datapipeline\test_layer1.py,91,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\datapipeline\test_layer1.py,92,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,80,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,81,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,82,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,83,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,84,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,85,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,86,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,92,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,109,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,113,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,240,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer1.py,265,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer2.py,409,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb\test_layer2.py,410,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,69,,4,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,102,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,118,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,123,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,200,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,262,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,267,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,335,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,340,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,362,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\dynamodb2\test_layer1.py,363,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\elb\test_connection.py,128,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\elb\test_connection.py,134,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\elb\test_connection.py,277,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2\elb\test_connection.py,286,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ec2containerservice\test_ec2containerservice.py,35,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\elastictranscoder\test_layer1.py,59,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\elastictranscoder\test_layer1.py,69,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\elastictranscoder\test_layer1.py,83,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\elastictranscoder\test_layer1.py,90,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\glacier\test_layer1.py,44,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\kinesis\test_kinesis.py,52,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\kinesis\test_kinesis.py,64,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\route53\test_health_check.py,72,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\route53\test_health_check.py,82,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\route53\test_health_check.py,89,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,149,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,150,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,171,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,172,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,173,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\s3\test_bucket.py,174,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\ses\test_connection.py,21,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\sns\test_connection.py,66,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1.py,167,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1.py,168,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1.py,183,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,60,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,63,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,66,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,67,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,137,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,140,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,168,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\integration\swf\test_layer1_workflow_execution.py,171,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\test_regioninfo.py,51,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\test_regioninfo.py,102,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,81,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,83,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,84,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,139,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,140,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,142,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch\test_document.py,144,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,100,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,102,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,103,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,156,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,158,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudsearch2\test_document.py,160,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudtrail\test_layer1.py,74,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudtrail\test_layer1.py,75,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudtrail\test_layer1.py,76,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\cloudtrail\test_layer1.py,78,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,84,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,117,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,153,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,194,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,235,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,276,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,313,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,604,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1236,,4,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1298,,4,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1428,,4,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1446,,4,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1462,,6,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1571,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1572,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1616,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1708,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1709,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,1965,,6,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2325,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2449,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2737,,6,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2799,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2801,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2812,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\dynamodb2\test_table.py,2814,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\ec2\test_instancestatus.py,25,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\ec2\test_instancestatus.py,36,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\iam\test_connection.py,207,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\iam\test_connection.py,218,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\manage\test_ssh.py,50,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\manage\test_ssh.py,54,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\mws\test_connection.py,79,,4,3
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\provider\test_provider.py,343,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\rds2\test_connection.py,148,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\rds2\test_connection.py,202,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\route53\test_connection.py,277,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\route53\test_connection.py,637,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\s3\test_tagging.py,35,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\s3\test_tagging.py,36,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\s3\test_tagging.py,37,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\s3\test_tagging.py,38,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\ses\test_identity.py,76,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\ses\test_identity.py,91,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\sns\test_connection.py,66,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\sns\test_connection.py,89,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\sqs\test_connection.py,196,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\sqs\test_connection.py,197,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\swf\test_layer1_decisions.py,24,,3,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\swf\test_layer2_actors.py,17,,5,2
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\vpc\test_vpc_peering_connection.py,211,2,,
boto,2.38.0,E:\my code\pysmell\subject_raw\boto\boto\tests\unit\vpc\test_vpc_peering_connection.py,212,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\setup.py,261,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\displayhook.py,202,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\historyapp.py,71,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magic.py,138,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magic.py,138,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magic.py,140,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\ultratb.py,189,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\ultratb.py,197,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\ultratb.py,957,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\execution.py,600,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\namespace.py,592,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\magics\osm.py,379,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_interactiveshell.py,123,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_magic.py,872,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_magic.py,874,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_magic.py,979,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_prefilter.py,39,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\core\tests\test_prefilter.py,46,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\extensions\tests\test_storemagic.py,25,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\tests\test_editorhooks.py,27,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\lib\tests\test_editorhooks.py,28,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\text.py,223,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\text.py,228,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\text.py,421,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\text.py,422,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\IPython\utils\tests\test_text.py,99,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\tools\backport_pr.py,150,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\tools\gh_api.py,137,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\tools\gh_api.py,194,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\tools\git-mpr.py,54,2,,
ipython,rel-3.1.0,E:\my code\pysmell\subject_raw\ipython\ipython\tools\github_stats.py,85,2,,
