subject,tag,file,lineno,MLOC
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,40,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,82,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,119,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,137,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,168,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,182,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,196,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,234,20
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,452,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\escape.py,256,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\escape.py,316,33
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\escape.py,378,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,205,32
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,323,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,564,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,588,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,609,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,650,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,694,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,800,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,852,46
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,913,27
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,928,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,90,21
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,331,46
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,396,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,411,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,432,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,461,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,474,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,499,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,516,25
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,563,20
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,614,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,685,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpclient.py,159,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpclient.py,206,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpclient.py,300,36
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpclient.py,540,20
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpclient.py,630,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpserver.py,189,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpserver.py,226,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httpserver.py,255,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,338,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,375,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,614,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,685,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,721,29
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,836,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\httputil.py,849,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,235,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,400,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,424,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,663,20
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,689,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,128,30
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,221,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,255,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,286,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,316,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,351,21
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,405,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,431,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,494,39
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,582,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,642,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,666,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,685,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,718,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,765,32
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,820,30
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,896,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1003,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1019,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1084,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1160,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1208,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1238,34
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1293,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1362,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1407,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1465,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1493,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,89,33
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,155,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,209,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,227,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,247,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,366,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,386,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locale.py,457,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locks.py,119,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locks.py,357,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\log.py,51,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\log.py,92,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\log.py,132,20
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\log.py,179,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,113,35
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,194,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,239,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,269,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,415,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\netutil.py,459,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,165,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,232,25
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,296,25
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,388,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,407,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,431,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,489,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\process.py,56,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\process.py,96,39
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\process.py,208,34
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\process.py,293,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\process.py,327,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\queues.py,95,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\queues.py,144,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\queues.py,174,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\queues.py,249,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,58,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,122,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,139,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,183,40
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,238,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,389,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,426,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,458,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,473,36
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\stack_context.py,129,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\stack_context.py,195,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\stack_context.py,227,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\stack_context.py,253,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\stack_context.py,281,40
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpclient.py,60,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpclient.py,85,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpclient.py,100,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpclient.py,156,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpserver.py,91,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\tcpserver.py,232,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,222,23
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,253,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,280,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,357,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,485,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,642,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,671,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\testing.py,281,21
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\testing.py,548,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\testing.py,616,32
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\util.py,100,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\util.py,201,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,161,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,352,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,466,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,510,24
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,673,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,788,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,854,26
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,902,26
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,943,21
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,982,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1040,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1103,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1144,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1168,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1204,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1255,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1324,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1374,40
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1452,16
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1567,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1636,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1659,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1724,38
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1790,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1824,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1837,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1850,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1889,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1935,23
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1992,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2208,53
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2298,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2322,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2359,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2400,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2572,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2652,18
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2678,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2702,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2883,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2920,15
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2948,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2968,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,2981,26
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,3034,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,3057,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,3083,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,3133,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,3161,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,140,36
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,433,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,458,9
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,492,17
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,552,32
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,604,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,635,12
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,650,22
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,677,11
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,703,30
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,773,26
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,811,27
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,849,19
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,881,23
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,946,14
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,1012,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,106,13
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,122,10
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,192,33
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,268,31
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,308,31
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\wsgi.py,345,9
