tag,file,LongParameterList,LongMethod,LongScopeChaining,LongBaseClassList,LargeClass,LongMessageChain,ComplexLambdaExpression,LongTernaryConditionalExpression,ComplexContainerComprehension,MultiplyNestedContainer,LOC,change,fault
1.6.2,tests/file_storage/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,django/contrib/auth/tests/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,tests/model_formsets_regress/models.py,0,0,0,0,0,0,0,0,0,0,23,0,0
1.6.2,tests/test_utils/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,django/contrib/gis/geos/prototypes/predicates.py,0,0,0,0,0,0,0,0,0,0,34,0,0
1.6.2,tests/servers/models.py,0,0,0,0,0,0,0,0,0,0,3,0,0
1.6.2,tests/modeladmin/tests.py,0,3,0,0,0,0,0,0,0,2,925,7,1
1.6.2,django/contrib/gis/geos/io.py,0,0,0,0,0,0,0,0,0,0,11,0,0
1.6.2,django/conf/locale/zh_CN/formats.py,0,0,0,0,0,0,0,0,0,0,1,0,0
1.6.2,django/conf/locale/id/formats.py,0,0,0,0,0,0,0,0,0,0,37,0,0
1.6.2,django/contrib/gis/geoip/__init__.py,0,0,0,0,0,0,0,0,0,0,7,0,0
1.6.2,django/middleware/locale.py,0,0,0,0,0,0,0,0,0,0,48,0,0
1.6.2,django/middleware/clickjacking.py,0,0,0,0,0,0,0,0,0,0,15,0,0
1.6.2,django/utils/tree.py,0,0,0,0,0,0,0,0,0,0,65,0,0
1.6.2,tests/model_inheritance/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,tests/logging_tests/urls.py,0,0,0,0,0,0,0,0,0,0,6,1,0
1.6.2,django/conf/locale/sq/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,tests/utils_tests/test_feedgenerator.py,0,0,0,0,0,0,0,0,0,0,69,0,0
1.6.2,tests/lookup/models.py,0,0,0,0,0,0,0,0,0,0,42,1,1
1.6.2,tests/admin_scripts/custom_templates/project_template/manage.py,0,0,0,0,0,0,0,0,0,0,3,0,0
1.6.2,tests/defaultfilters/tests.py,0,2,0,0,1,0,0,0,0,0,494,5,0
1.6.2,tests/i18n/resolution/models.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,django/conf/locale/fa/formats.py,0,0,0,0,0,0,0,0,0,0,10,0,0
1.6.2,tests/serializers_regress/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,tests/urlpatterns_reverse/urlconf_inner.py,0,0,0,0,0,0,0,0,0,0,9,1,0
1.6.2,django/core/management/commands/sqlindexes.py,0,0,0,0,0,0,0,0,0,0,13,0,0
1.6.2,django/contrib/formtools/tests/wizard/wizardtests/tests.py,0,0,0,0,0,0,0,0,0,1,304,1,0
1.6.2,django/template/__init__.py,0,0,0,0,0,0,0,0,0,0,7,0,0
1.6.2,tests/custom_methods/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,django/conf/locale/sk/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6.2,tests/tablespaces/tests.py,0,0,0,0,0,0,0,0,0,0,74,0,0
1.6.2,tests/logging_tests/views.py,0,0,0,0,0,0,0,0,0,0,6,0,0
