subject,file,lineno,NOC,NOL,experience-based,statistics-based,tuning machine
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\fblldb.py,107,47,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\fblldb.py,146,42,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\fblldbviewcontrollerhelpers.py,35,22,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBComponentCommands.py,60,30,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBComponentCommands.py,61,41,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBDebugCommands.py,149,24,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBFindCommands.py,45,62,1,1,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBInvocationCommands.py,111,90,1,1,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBPrintCommands.py,283,45,1,0,0,0
chisel,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\chisel\commands\FBPrintCommands.py,448,29,1,0,0,0
