tag,file,LongParameterList,LongMethod,LongScopeChaining,LongBaseClassList,LargeClass,LongMessageChain,ComplexLambdaExpression,LongTernaryConditionalExpression,ComplexContainerComprehension,MultiplyNestedContainer,LOC,change,fault
2.27.0,tests/unit/rds/test_snapshot.py,0,0,0,0,0,0,0,0,0,0,109,0,0
2.27.0,tests/unit/sqs/test_queue.py,0,0,0,0,0,0,0,0,0,0,13,0,0
2.27.0,tests/mturk/create_hit_test.py,0,0,0,0,0,0,0,0,0,0,15,0,0
2.27.0,boto/s3/bucket.py,5,3,0,0,1,0,0,0,0,0,899,4,0
2.27.0,boto/ecs/__init__.py,0,0,0,0,0,0,0,0,0,0,45,0,0
2.27.0,tests/unit/swf/test_layer2_types.py,0,0,0,0,0,0,0,0,0,0,33,0,0
2.27.0,tests/integration/s3/test_cert_verification.py,0,0,0,1,0,0,0,0,0,0,9,0,0
2.27.0,boto/compat.py,0,0,0,0,0,0,0,0,0,0,4,4,0
2.27.0,boto/directconnect/exceptions.py,0,0,0,0,0,0,0,0,0,0,4,0,0
2.27.0,boto/datapipeline/layer1.py,2,0,0,0,0,0,0,0,0,0,178,0,0
2.27.0,boto/cloudfront/logging.py,2,0,0,0,0,0,0,0,0,0,12,0,0
2.27.0,boto/rds/vpcsecuritygroupmembership.py,2,0,0,0,0,0,0,0,0,0,17,0,0
2.27.0,boto/ec2/autoscale/scheduled.py,2,1,0,0,0,0,0,0,0,0,49,0,0
2.27.0,boto/rds/parametergroup.py,5,0,0,0,0,0,0,0,0,0,147,0,0
2.27.0,boto/s3/key.py,4,5,0,0,1,0,0,0,0,0,826,2,0
2.27.0,boto/sns/__init__.py,0,0,0,0,0,0,0,0,0,0,11,2,0
2.27.0,boto/connection.py,12,4,0,0,0,0,0,0,0,0,694,5,0
2.27.0,tests/integration/ec2/test_connection.py,0,1,0,0,0,0,0,0,0,0,161,0,0
2.27.0,tests/integration/cloudtrail/test_cert_verification.py,0,0,0,1,0,0,0,0,0,0,9,0,0
2.27.0,tests/unit/manage/test_ssh.py,0,0,0,0,0,0,0,0,0,0,23,0,0
2.27.0,tests/integration/s3/test_multipart.py,0,0,0,0,0,0,0,0,0,0,99,1,0
2.27.0,boto/sdb/db/key.py,0,0,0,0,0,0,0,0,0,0,27,0,0
2.27.0,boto/https_connection.py,1,0,0,0,0,0,0,0,0,0,66,1,0
2.27.0,boto/dynamodb2/layer1.py,2,1,0,0,0,0,0,0,0,0,282,2,0
2.27.0,boto/kinesis/__init__.py,0,0,0,0,0,0,0,0,0,0,10,0,0
