subject,file,lineno,NBC,experience-based,statistics-based,tuning machine
legit,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\legit\legit\cli.py,562,1,0,0,0
legit,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\legit\legit\scm.py,29,1,0,0,0
legit,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\legit\legit\settings.py,12,1,0,0,0
