id,summary,status,owner,type,component,version
23397,Multipart base64 file decoding of fails with large files when the encoded string contains newlines.,closed,nobody,Bug,HTTP handling,master
23396,Regression in #14334 causes ValueError to be thrown on ValuesQuerySets,closed,gabejackson,Bug,"Database layer (models, ORM)",master
23393,"""Table does not exist"" error running tutorial under 1.7rc3",closed,nobody,Bug,Core (Management commands),1.7-rc-3
23392,Django runs all migration operations but only marks 0001 as completed,closed,nobody,Bug,Migrations,1.7-rc-3
23391,Erroneous backtip on forms' documentation,closed,nessita,Bug,Documentation,master
23387,Error when saving inline formsets as new after a validation error.,closed,adamzap,Bug,contrib.admin,master
23385,"inspectdb on Oracle: interpretation of NUMBER(1,0) cols as boolean",closed,nobody,Bug,Core (Management commands),1.7-rc-3
23381,"Context manager should determine their initial state at __enter__, not __init__",closed,nobody,Bug,Utilities,1.6
23380,Transient failure of admin_filters.tests.ListFiltersTests.test_relatedfieldlistfilter_foreignkey,closed,baylee,Bug,contrib.admin,master
23379,sql_create generates incorrect SQL with synced database,closed,charettes,Bug,"Database layer (models, ORM)",1.7-rc-3
23378,No migration detected when adding index_together,closed,nobody,Bug,Migrations,1.7-beta-2
23377,models.PositiveIntegerField does not perform proper validation in model.full_clean(),closed,nobody,Bug,"Database layer (models, ORM)",1.6
23373,Django 1.5.*: django.contrib.markup.tests.Templates.test_textile() fails with Python 3,closed,nobody,Bug,Uncategorized,1.5
23371,Change the first day of the week to Monday for en_GB,closed,duncanparkes,Bug,Internationalization,master
23370,defer() with inherited models fails,closed,nobody,Bug,"Database layer (models, ORM)",master
23369,Bad git url in documentation for running the test suite.,closed,duncanparkes,Bug,Documentation,master
23367,"MySQL composite indexes create duplicate indexes (ManyToManyField, unique_together)",closed,nobody,Bug,"Database layer (models, ORM)",master
23366,Workaround for `ValueError: Dependency on app with no migrations` in #22848 may need attention,closed,yakky,Bug,Migrations,1.7
23364,sql_queries from debug template context processor always empty,closed,aaugustin,Bug,HTTP handling,master
23357,MySQL DatabaseIntrospection.data_types_reverse for FIELD_TYPE.SHORT is wrong type,closed,nobody,Bug,"Database layer (models, ORM)",master
23354,ModelChoiceField does not handle MultipleObjectsReturned,closed,nobody,Bug,Forms,master
23353,TransactionManagmentError isn't helpful for tracking down cause,new,nobody,Bug,"Database layer (models, ORM)",master
23346,django.utils.functional.lazy picks the wrong method implementation,closed,nobody,Bug,Core (Other),1.6
23343,Incorrect filename in Generic date views docs,closed,nobody,Bug,Documentation,master
23340,naturaltime documentation doesn't match behavior,closed,blackguest,Bug,contrib.humanize,master
23337,CircularDependencyError when squashing migrations,new,nobody,Bug,Migrations,master
23335,Related fields pointing to custom fields that store different values in the database than the python representation do not remember selections,closed,nobody,Bug,Forms,1.7-rc-2
23333,urlsafe_base64_encode/decode don't round-trip on python3,closed,Ian-Foote,Bug,Utilities,master
23331,Circular dependencies are not resolved by new Migrate framework,closed,andrewgodwin,Bug,Migrations,master
23329,Regression in security patch for querystring manipulation in admin,closed,charettes,Bug,contrib.admin,1.5
23328,get_javascript_catalog bug,closed,nobody,Bug,Internationalization,master
23326,DatabaseCache must implement incr to guarantee atomic increment,assigned,manfre,Bug,Core (Cache system),1.6
23325,InterfaceError: connection already closed in PostgreSQL,closed,,Bug,"Database layer (models, ORM)",1.6
23322,CircularDependencyError in migrations,closed,Markush2010,Bug,Migrations,1.7-rc-2
23317,StaticFileStorage Encoding error on '\xf4',closed,nobody,Bug,File uploads/storage,1.7-rc-2
23315,Cannot resolve operation dependencies,closed,timgraham,Bug,Migrations,1.7-rc-2
23313,RawQuery.__repr__ fails when params passed as dict,closed,nobody,Bug,"Database layer (models, ORM)",master
23312,Windows/Python 3 test failure: test_unicode_decode_error,closed,nobody,Bug,Internationalization,1.7
23311,Windows/Python 3 test failure: test_comments_extractor,closed,nobody,Bug,Internationalization,master
23310,Bad translation in admin [catalan language],closed,nobody,Bug,Uncategorized,master
23309,call_commands lacks some code to act like as run_from_argv,closed,nobody,Bug,Core (Management commands),master
23308,Running a migration fails when adding a foreign key to another app,closed,nobody,Bug,Migrations,1.7-rc-2
23301,DateField doesn't work when called 'date',closed,nobody,Bug,"Database layer (models, ORM)",1.6
23300,TestCase.assertTemplateUsed passes erroneously on an HttpResponse,closed,davide-ceretti,Bug,Testing framework,master
23298,Makemessages --ignore option doesn't work for directories under Windows,closed,nobody,Bug,Internationalization,1.7-rc-2
23296,Invalid parameter to create() in RunPython example,closed,areski,Bug,Documentation,1.7-rc-2
23295,"ALLOWED_HOSTS setting is done in the wrong place, should be in a custom middleware",closed,collinanderson,Bug,Uncategorized,1.5
23294,add related_name to existing migrations,closed,collinanderson,Bug,Migrations,1.7-rc-2
23293,OSMapWidget.js error when use GeometryCollectionField,closed,nobody,Bug,GIS,1.6
23292,ATOMIC_REQUESTS creates unnecessary database connections and transactions,closed,nobody,Bug,Uncategorized,1.6
23291,Putting Unicode var name and value in environment causes test suite errors on Windows/Python2,closed,nobody,Bug,Core (Management commands),master
23290,GeometryField validation does not work,closed,nobody,Bug,GIS,1.6
23288,Unable to correctly access data in table during migration,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
23285,Non-deterministic test: admin_views.tests.AdminViewBasicTest.test_change_list_sorting_model_admin_reverse,new,parasgithub,Bug,contrib.admin,master
23284,Amazon + Django each 12 hours appears that [Errno 5] Input/output error,closed,nobody,Bug,Uncategorized,1.6
23279,REFERENCES constraints are not set to the fileds in an intermediate table created by syncdb for SQLite3,closed,nobody,Bug,Uncategorized,1.6
23275,Migrations - unmanaged models doesn't get autodetected,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
23274,Bad exception management: custom template tags,closed,nobody,Bug,Template system,1.5
23273,MigrationRecorder does not obey db_router allow_migrate rules,new,nobody,Bug,Migrations,1.7
23272,Extra join on filtered + exclude + annotate query,closed,nobody,Bug,"Database layer (models, ORM)",1.5
23271,Makemessages can corrupt existing .po files on Windows,closed,nobody,Bug,Internationalization,master
23270,select_related on fields pointing to subclasses does not work when using defer,new,nobody,Bug,"Database layer (models, ORM)",1.7
23268,Fixtures: Natural Key support for Generic Foreign Keys,new,nobody,Bug,Core (Serialization),1.6
23267,Typo in Translation documentation,closed,olasitarska,Bug,Documentation,master
23266,Query relation lookup check issues extra queries.,closed,coder9042,Bug,"Database layer (models, ORM)",master
23265,runserver crashes with some locales on Python 2,closed,nobody,Bug,Core (Management commands),1.6
23264,db_constraint=False not enforced on migrations,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
23262,FilteredSelectMultiple SelectFilter2.js don't submit form if user pressed Enter,closed,nobody,Bug,contrib.admin,master
23260,unordered_list filter doesn't work with generators,closed,jaap3,Bug,Template system,master
23259,Query extra() select_params are inserted in the incorrect order in the overall query parameters with values_list,closed,akaariai,Bug,"Database layer (models, ORM)",1.7-rc-2
23258,Add note that Form.add_error is new in 1.7 in 'Form and field validation',closed,nobody,Bug,Documentation,1.7-rc-2
23256,"Changes in Meta class are not detected after ""makemigrations""",closed,nobody,Bug,Migrations,1.7-rc-2
23253,"""MANAGERS"" setting doesn't correctly process the value, if it is given as described in the documentation",closed,nobody,Bug,Core (Mail),1.6
23251,Use a temporary folder to store uploaded files during tests,new,,Bug,Testing framework,master
23245,TypeError: 'set' object does not support indexing,closed,SAMUEL BARFIELD III,Bug,*.djangoproject.com,
23244,changing a ForeignKey to CharField breaks migrations,closed,nobody,Bug,Migrations,1.7-rc-2
23239,missleading info concerning contrib.markup,closed,nobody,Bug,Documentation,1.4
23226,Migrations generated by python2 break when using python3 to migrate,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
23224,Document EmailValidator domain whitelist parameter,closed,nobody,Bug,Documentation,1.7-alpha-2
23222,Empty BinaryField != b'' on Python 2,assigned,gregorth,Bug,"Database layer (models, ORM)",master
23216,"CheckboxInput does not work properly with value ""0""",closed,nobody,Bug,Forms,1.6
23215,Warning: Field 'id' doesn't have a default value,closed,nobody,Bug,"Database layer (models, ORM)",1.7-rc-2
23204,Login not working after account activation,closed,,Bug,*.djangoproject.com,
23182,squashmigrations having trouble with auth.User foreign key,closed,nobody,Bug,Migrations,1.7-rc-2
23173,SCRIPT_URL on WSGI is misinterpreted when PATH_INFO is empty,closed,bpeschier,Bug,Core (URLs),master
23168,request.GET.getlist,closed,nobody,Bug,Forms,1.6
23160,KeyError when performing a RenameModel migration operation for a model with self-referential FK field,closed,charettes,Bug,Migrations,1.7-rc-2
23156,BinaryField is missing a deconstruct() method,closed,bmispelon,Bug,Migrations,1.7-rc-2
23153,1.7 migrations' temporary tables cause problems with gis,closed,andrewgodwin,Bug,GIS,1.7-rc-2
23150,RegexField invalid message_error returns error list.,closed,nobody,Bug,Forms,1.6
23147,Sliced for-update queries do not work on Oracle,new,shai,Bug,"Database layer (models, ORM)",1.6
23146,"AppRegistryNotReady, translation bug when deploying with uWSGI",closed,nobody,Bug,Translations,1.7-rc-2
23140,"page_range TypeError: sequence index must be integer, not 'slice'",closed,nobody,Bug,Core (Other),master
23137,Error when use OSMapWidget.js,closed,nobody,Bug,GIS,1.6
23135,Multiple routers cause problems with migration/sql management commands,closed,nobody,Bug,Core (Management commands),1.7-rc-2
23134,Fixes for querysets.txt,closed,nobody,Bug,Documentation,master
23133,"'Command' object has no attribute 'stderr', now in django.core.management.base.BaseCommand.check",closed,nobody,Bug,Core (Management commands),1.7-rc-2
23132,auth/default typo,closed,nobody,Bug,Documentation,1.6
23130,BooleanField should not override 'blank' if choices are specified,assigned,tushar,Bug,"Database layer (models, ORM)",master
23128,_get_FIELD_display doesn't work with Field.get_choices using Iterators,new,nobody,Bug,"Database layer (models, ORM)",master
23122,simple_tag should ignore undefined arguments to be consistent with template language,closed,nobody,Bug,Template system,1.6
23121,Infinte migrations when changing Meta options,closed,nobody,Bug,Migrations,1.7-rc-2
23120,GeoDjango tutorial needs updating for migrations workflow,closed,nobody,Bug,Documentation,1.7-rc-2
23119,IndexError: list index out of range (empty choices iterable),closed,nobody,Bug,Uncategorized,1.7-rc-2
23117,International character search in django admin search fields,closed,nobody,Bug,*.djangoproject.com,1.6
23115,International character search in django admin search fields,closed,nobody,Bug,Uncategorized,1.6
23114,Template Variables Docs Incorrect/Unclear,closed,gmunumel,Bug,Documentation,1.6
23113,ChoiceInput.render() should take specified attrs into account.,closed,nobody,Bug,Forms,master
23112,Field.get_choices tries to index an iterable: itertools.tee' object has no attribute '__getitem__',closed,areski,Bug,"Database layer (models, ORM)",1.7-rc-2
23111,Vendor inspect.getcallargs for Jython 2.7 support,closed,nobody,Bug,Template system,1.7-rc-1
23110,TransactionManagementError when exception is thrown in django/contrib/sessions/backends/cached_db.py,closed,nobody,Bug,Core (Cache system),1.6
23109,Spam on the Community Page,closed,nobody,Bug,*.djangoproject.com,
23107,--no-color option won't work for output of runserver command,closed,areski,Bug,Core (Management commands),1.7-rc-1
23101,Changing name of M2MField while db_table keeps table name unchanged leads to spurious migration that changes table name,closed,abraham.martin,Bug,Migrations,1.7-rc-2
23100,Applying migrations fails when adding a ForeignKey to swappable user model after initial migration,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
23098,ugettext_lazy gets translated too early in modelForm field choices,closed,nobody,Bug,Forms,1.7-rc-1
23097,Documentation on FILE_UPLOAD_PERMISSIONS uses deprecated octal notation,closed,dhoffman,Bug,Documentation,1.6
23095,clean of ModelMultipleChoiceField tries to return EmptyQuerySet,closed,nobody,Bug,Forms,1.6
23093,Running migrations on an existing database with a custom user model fails,closed,nobody,Bug,Migrations,master
23092,Squasing migrations doesn't handles or warns about external dependencies,closed,nobody,Bug,Migrations,1.7-rc-2
23091,Squashed migrations may try to add existing constraint if there was RunPython between create and alter some-model migrations,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
23090,Squashed migrations not used always when testing,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
23089,manage.py flush --database=custom uses wrong transaction,closed,nobody,Bug,Core (Management commands),1.6
23085,AlterField/RenameField doesn't work on GIS fields on PostGIS 1.5,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
23084,uWSGI raises django.core.exceptions.AppRegistryNotReady,closed,nobody,Bug,Core (Other),1.7-rc-1
23083,dev server autoreload: OSError: [Errno 2] No such file or directory,closed,timo,Bug,Core (Management commands),1.7-rc-1
23082,Cache Backend Inconsistencies and Reverse Compatible Failures,closed,nobody,Bug,Core (Other),1.7-rc-1
23081,Documentation on testing should mention lack of integrity-related tests in TestCase,closed,nobody,Bug,Documentation,master
23078,update_contenttypes interactive kwarg will always be False,closed,nobody,Bug,contrib.contenttypes,1.7-rc-1
23077,Django 1.7 rc1 flush command loads initial data regardless of the migrations,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
23076,Cascaded deletion of polymorphic models fails,closed,nobody,Bug,"Database layer (models, ORM)",master
23075,Type-specific input fields cause cross-browser issues and wrong error messages,closed,nobody,Bug,Forms,1.7-rc-1
23074,django.db.transaction.atomic() leaks savepoints on exception,closed,aaugustin,Bug,"Database layer (models, ORM)",master
23072,Release tarball is missing django/contrib/formtools/tests/wizard/wizardtests/templates/other_wizard_form.html,closed,nobody,Bug,Packaging,1.7-rc-1
23071,Can't create migration for apps that have ForeignKeys to each other,closed,nobody,Bug,Migrations,1.7-rc-1
23070,Instances of callable classes with __slots__ attributes in settings causes a failure to draw the 500 template,closed,hirokiky,Bug,Core (Other),1.7-rc-1
23069,Can't rename model with ManyToMany relation,closed,nobody,Bug,Migrations,1.7-rc-1
23066,Already logged-in user remains logged in when RemoteUser authentication of new user fails,closed,nobody,Bug,contrib.auth,master
23065,Migration Error when removing unique constraint,closed,nobody,Bug,Migrations,1.7
23063,"send email 1.6.5 OK, 1.7c1 malformed packet in wireshark",closed,nobody,Bug,Core (Mail),1.7
23061,Oracle SQL compiler adding outer pagination selects causing ORA-00907: missing right parenthesis when used with select_for_update.,closed,shai,Bug,"Database layer (models, ORM)",1.7-rc-1
23060,UnicodeDecodeError in debug templatetag,closed,qingfeng,Bug,Template system,1.7-rc-1
23059,dev server doesn't reload on template change in Windows,closed,nobody,Bug,Core (Management commands),1.7-rc-1
23058,1.7rc1: createsuperuser fails on Windows 8.1 with django-admin.py; succeeds with manage.py,closed,nobody,Bug,contrib.auth,1.7-rc-1
23057,django 1.3 docs are missing,closed,nobody,Bug,Documentation,1.3
23056,Queryset.delete always triggers pre/post delete signal?,closed,nobody,Bug,Documentation,master
23055,Filters don't use ModelAdmin get_queryset(),closed,ramiro,Bug,contrib.admin,master
23054,Document limitations of cache middleware more clearly,new,nobody,Bug,Documentation,1.6
23051,QuerySet.only() fail to work with reverse o2o relationships,new,,Bug,"Database layer (models, ORM)",master
23049,Admin DateField doesn't support all DATE_INPUT_FORMATS,new,nobody,Bug,contrib.admin,1.6
23047,Handle Extended Header Parameters Specified in RFC # 2231,closed,nobody,Bug,File uploads/storage,1.6
23045,Failed to load management commands after freezing by cx_freeze,closed,nobody,Bug,Core (Management commands),master
23044,Missing page,closed,nobody,Bug,*.djangoproject.com,master
23043,Fix or document inconsistent handling of field defaults by migrations,closed,nobody,Bug,Migrations,1.7-rc-1
23041,Double proxy models break migrations,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
23040,The CSRF protection seems to ignore the HTTP_X_CSRFTOKEN header and csrfmiddlewaretoken POST value in case the CSRF cookie is missing.,closed,nobody,Bug,CSRF,1.6
23039,Django 1.7.x test serialization on unmanaged models,closed,nobody,Bug,Testing framework,1.7-rc-1
23033,Migrations depending on other app's __last__ migration fail,closed,nobody,Bug,Migrations,1.7-rc-1
23032,Error with add_to_builtins,closed,nobody,Bug,Uncategorized,master
23031,Django 1.7.x test failing for application with migrations and initial data,closed,nobody,Bug,Migrations,1.7-rc-1
23030,Geo model table rename (in migrations) with spatialite UNIQUE constraint failed,closed,claudep,Bug,GIS,1.7-rc-1
23026,Running a testcase,closed,nobody,Bug,Documentation,1.5
23024,development server: WindowsError: [Error 3],closed,nobody,Bug,Core (Management commands),1.7-rc-1
23022,Geodjango transform introduces large errors,closed,nobody,Bug,GIS,1.6
23021,"Cannot migrate: KeyError: u""Dependency references nonexistent parent node (u'contenttypes', u'__last__')""",closed,nobody,Bug,Migrations,1.7-rc-1
23020,runserver auto-reload broken in 1.7.x (rc) on Mac OS X,closed,nobody,Bug,Core (Management commands),1.7-rc-1
23019,"Wrong/missing Dutch translation for ""July""",closed,nobody,Bug,Internationalization,1.6
23018,"on migrate command: ProgrammingError: column ""district_id"" of relation ""data_entry"" already exists",closed,nobody,Bug,Migrations,1.7-rc-1
23017,Default Managers,closed,nobody,Bug,contrib.auth,1.7-rc-1
23015,Don't announce Django 2.0 as a backwards-incompatible release,closed,timo,Bug,Documentation,master
23014,Renaming a field in a unique_together fails,closed,timo,Bug,Migrations,1.7-rc-1
23013,Removing unique_together constraint from model fails,closed,timo,Bug,Migrations,1.7-rc-1
23012,Typo in tutorial regex,closed,nobody,Bug,Documentation,1.6
23010,UnicodeDecodeError in makemessages’ call to os.walk,closed,claudep,Bug,Core (Management commands),1.7-rc-1
23009,migrations may generate too long identifiers for the database,closed,nobody,Bug,Migrations,1.7-rc-1
23008,Migrations depending on django.contrib.auth with custom User model fail,closed,nobody,Bug,Migrations,1.7-rc-1
23006,test.Client: provide os.environ with request.meta for consistency,closed,nobody,Bug,Testing framework,master
23005,Improve zh-* language code handling,closed,nobody,Bug,Internationalization,master
23001,Annotation breaks with deferred fields and select_related,closed,jarshwah,Bug,"Database layer (models, ORM)",master
23000,Wrong path when refereing to the index.html template,closed,nobody,Bug,Documentation,1.6
22999,Impossible to generate migration for model with dynamic upload_to field,closed,nobody,Bug,Migrations,1.7-rc-1
22998,GenericRelation cascade deletion doesn't fire pre_delete signals,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22997,Migration fails when removing explicit primary key (Postgres),new,nobody,Bug,Migrations,1.7
22996,UnicodeDecodeError on accessing `request.GET`,closed,nobody,Bug,HTTP handling,1.6
22994,"""'GenericForeignKey' object has no attribute 'opts'"" exception on 1.7",closed,Tim Graham <timograham@…>,Bug,contrib.contenttypes,1.7-rc-1
22992,"""'GenericForeignKey' object has no attribute 'get_lookup'"" exception on 1.7",closed,nobody,Bug,contrib.contenttypes,1.7-rc-1
22991,Development server not reloading with *.pyc files and without inotify,closed,nobody,Bug,Core (Management commands),1.7-rc-1
22985,call_command() ignores dest from make_option() and uses kwarg name instead,closed,nobody,Bug,Core (Management commands),master
22983,Invalid import in a squashed migration of migrations having RunPython,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
22982,Coercing GenericRelation property to string raises StopIteration exception,closed,nobody,Bug,contrib.contenttypes,1.7-rc-1
22981,Fields with auto_now=True are not updated if the field name is not present in update_fields list passed into Model.save,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22980,Timing issue with testing and custom Querysets,closed,nobody,Bug,Testing framework,1.7-rc-1
22976,EmailField: Maximum RFC-compliant length should be 320 characters,closed,nobody,Bug,Documentation,master
22975,Cannot rename model keeping db table name,closed,nobody,Bug,Migrations,1.7-rc-1
22973,cannot get SQL code of empty queryset,assigned,andersonresende,Bug,"Database layer (models, ORM)",1.5
22972,HashedFilesMixin.patterns should limit URL matches to their respective filetypes,new,aehlke,Bug,contrib.staticfiles,master
22971,Can't receive file with non-ascii filename according to rfc2388,closed,nobody,Bug,HTTP handling,master
22970,Migration dependencies not correctly calculated,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
22969,Forms show_hidden_initial not is_valid() and fix => lost changes in valid fields,closed,nobody,Bug,Forms,1.6
22967,Model._do_update not always consistent with the precise meaning of returned value,closed,knaperek,Bug,"Database layer (models, ORM)",master
22966,Documentation on upgrading Django to a newer version should link to all release notes regardless of what version of the docs you view,closed,nobody,Bug,Documentation,1.5
22965,InvalidBasesError for unmigrated apps subclassing contrib,closed,nobody,Bug,Migrations,1.7-rc-1
22963,Test client PATCH turns into GET when follow=True,closed,nobody,Bug,Testing framework,1.6
22962,Default of [] for postgres array field results in migration application failure.,closed,Marc Tamlyn <marc.tamlyn@…>,Bug,contrib.postgres,master
22961,StaticFilesHandler should not run middleware on 404,new,nobody,Bug,contrib.staticfiles,1.6
22960,Initial migration is in alphabetical order causing 'multiple primary keys' error,closed,andrewgodwin,Bug,Migrations,1.7-rc-1
22957,Humanize - polish translation,closed,nobody,Bug,Translations,1.6
22956,PermissionManager.get_by_natural_key doesn't fetch ContentType from same DB,closed,nobody,Bug,contrib.auth,1.6
22955,Admin: reloading clears filter_horizontal entries on Firefox,new,nobody,Bug,contrib.admin,1.6
22953,ImportError: cannot import name html_entities,closed,nobody,Bug,HTTP handling,1.6
22951,Adding 'deconstruct' method breaks serialization of type,closed,jambonrose,Bug,Migrations,1.7-rc-1
22949,django-admin.py startproject required settings,closed,aaugustin,Bug,Core (Management commands),1.7-rc-1
22948,"Django 1.6, Python3.4, apache2.4, mod_wsgi not working",closed,nobody,Bug,Python 3,1.6
22945,Creating a tests directory with __init__ breaks the testrunner,closed,nobody,Bug,Testing framework,1.7-rc-1
22944,Migrate doesn't like ForeignKey being reassigned to a different app's model,closed,andrewgodwin,Bug,Migrations,1.7-rc-2
22943,Some validators defined in django.core.validators can't be serialized,closed,nobody,Bug,Core (Other),1.7-rc-1
22941,Add support for urls with no prefix (www/http(s)) and chars after the TLD to django.utils.html urlize.,closed,LarryBrid,Bug,Utilities,master
22940,migrations.writer error message is missing string interpolation variables,closed,nobody,Bug,Migrations,1.7-rc-1
22939,admin_static templatetag is not using the staticfiles' storage,closed,aaugustin,Bug,Core (Other),1.7-rc-1
22938,clearsessions doesn't remove file-based sessions,new,nobody,Bug,contrib.sessions,1.6
22935,Error message in ForeignKey.default_error_messages does not reflect the correct field when 'to_field' is used.,closed,anubhav9042,Bug,"Database layer (models, ORM)",master
22934,INSTALLED_APPS must contain django.contrib.sessions for TestCase.client.login to work,closed,nobody,Bug,Documentation,master
22932,"""makemigrations"" generates circular dependencies",closed,nobody,Bug,Migrations,master
22931,Migrations cannot rename intermediate models,new,nobody,Bug,Migrations,1.7
22929,"Wrong translation in french for ""Enter a valid email address."" in contrib.auth",closed,nobody,Bug,Translations,1.6
22926,order_by parameter in extra method override previous order_by fields,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22923,order_by clause missing on nested queryset,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22920,AppConfig.create swallows informative exceptions during import time,closed,aaugustin,Bug,Core (Other),master
22918,migrations.operations.SeparateDatabaseAndState crashes (and has no tests),closed,nobody,Bug,Migrations,1.7-rc-3
22917,Typo in AlterIndexTogether.describe method,closed,timo,Bug,Migrations,master
22916,Instruction to change index.html template is missing,closed,nobody,Bug,Documentation,1.6
22915,Regression in behaviour of ValidationError.update_error_dict(),closed,nobody,Bug,Forms,1.7-alpha-1
22913,callable readonly_fields on inline admins have stopped working in trunk,closed,nobody,Bug,contrib.admin,master
22911,Non-ASCII filename uploaded by user crashed Django,closed,nobody,Bug,Uncategorized,1.6
22910,sqldropindexes yields wrong indexes names when using postgresql_psycopg2,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22907,ArrayField querying doesn't work with CharField,closed,Marc Tamlyn <marc.tamlyn@…>,Bug,contrib.postgres,master
22904,Django returns an HTTP 200 on a HEAD request for a non-existing file in the media folder,closed,nobody,Bug,File uploads/storage,1.7
22903,Cannot generate a migration if index_together or unique_together is removed from a model,closed,timo,Bug,Migrations,1.7-beta-2
22892,ValueError: Cannot serialize function: lambda,closed,andrewgodwin,Bug,Migrations,1.7-beta-2
22886,Message wording when unique_together rises,closed,nobody,Bug,Internationalization,master
22882,UnicodeDecodeError in command flush,closed,fcurella,Bug,Core (Management commands),master
22881,initial migration fails just after switching to django-1.7(beta),closed,nobody,Bug,Migrations,1.7-beta-2
22879,Database errors coming from cursor iterator are not converted to Django database errors,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22878,"DateTimeField auto_now_add, auto_now  & CreateView",closed,nobody,Bug,Uncategorized,1.6
22876,Related lookups allow models of a different type,closed,nobody,Bug,"Database layer (models, ORM)",master
22875,"""ValueError: Lookup failed for model referenced by field app.Model.m2mfield: app.ThroghModel"" in simple-self contained M2M setup",closed,nobody,Bug,Migrations,1.7-beta-2
22874,Swappable dependency breaks if swappable model not in first migration of its app,closed,nobody,Bug,Migrations,master
22871,All links returned by search engines don't work anymore!,closed,nobody,Bug,*.djangoproject.com,
22870,Broken release notes links in dev documentation,closed,nobody,Bug,Documentation,master
22868,Activated language not respected in post_save signal called during custom management command,closed,nobody,Bug,Core (Management commands),1.6
22865,"Testing framework: ValueError: Cannot create form field for 'user' yet, because its related model 'myauth.User' has not been loaded yet",closed,nobody,Bug,Testing framework,1.6
22864,syncdb/test not possible when using dynamic choices from django.contrib.auth.models.user,closed,nobody,Bug,Core (Management commands),1.6
22862,makemigrations --merge broken because --noinput isn't registered,closed,whoshuu,Bug,Migrations,1.7-beta-2
22861,Ensure __first__ migrations always reference the first migration.,closed,nobody,Bug,Migrations,master
22860,LiveServerTestCase modifies production database when ran in python script,closed,nobody,Bug,Testing framework,1.4
22859,set crossDomain = false in ajaxSetup is bad,closed,nobody,Bug,Documentation,master
22856,Blank=False not being enforced,closed,nobody,Bug,Uncategorized,1.7-beta-2
22855,BaseFormSet.is_multipart() should not only consider the first Form,closed,nobody,Bug,Forms,1.6
22854,Having custom user model creates migrations in django.contrib.auth,closed,nobody,Bug,Migrations,master
22853,auth.0001_initial migration fails when there is a custom user model,closed,nobody,Bug,Migrations,master
22852,"WHY: (admin.E013) The value of 'fields' cannot include the ManyToManyField 'make_types', because that field manually specifies a relationship model?",closed,nobody,Bug,contrib.admin,master
22851,Default value for BinaryField,closed,andrewgodwin,Bug,Migrations,master
22848,Admin initial migration can't find AUTH_USER_MODEL when running makemigrations for the first time,closed,nobody,Bug,Migrations,master
22847,Squashmigrations fails with ForeignKey,closed,nobody,Bug,Migrations,1.7-beta-2
22846,Migrations with custom fields fail,closed,nobody,Bug,Migrations,master
22845,Memcached backend handles infinite (None) timeout defined in default settings improperly,closed,nobody,Bug,Core (Cache system),master
22844,SQLite3 migrations fail with unique_together on a ForeignKey,closed,andrewgodwin,Bug,Migrations,1.7-beta-2
22842,Test tutorial example contains a bug in code,closed,soujiro,Bug,Documentation,master
22833,"1.7 migrations can't delete codependent ""through"" models",closed,nobody,Bug,Migrations,1.7-beta-2
22830,GeoDjango dwithin errors when using django.contrib.gis.measure.D,closed,nobody,Bug,GIS,1.6
22829,URLValidator doesn't allow underscored in host part,closed,nobody,Bug,Core (Other),1.6
22828,Model admins should return copies of its attributes,assigned,ericpauley,Bug,contrib.admin,master
22824,Unhandled KeyError during makemigrations,closed,nobody,Bug,Migrations,master
22823,Migrate fails when an unmigrated app has a FK to a migrated app,closed,andrewgodwin,Bug,Migrations,master
22822,Javascript en_* translations ignored if no en or en_us translations exist,assigned,anonymous,Bug,Internationalization,1.6
22820,lazy_number raise KeyError if number is long type (python 2.7),closed,nobody,Bug,Translations,1.6
22817,Missing custom methods on EmptyQuerySet,closed,nobody,Bug,"Database layer (models, ORM)",1.6
22816,Oracle test failure: Inspecting NullBooleanField,closed,shai,Bug,"Database layer (models, ORM)",1.7-beta-2
22815,"I am getting an error and msg for a ""null"" ( None) content in nome variable i think, but how to treat it?",closed,nobody,Bug,"Database layer (models, ORM)",1.4
22814,parse_datetime can't parse datetimes returned from postgresql,closed,aaugustin,Bug,Utilities,1.6
22810,full_result_count optimization is wrong in the presence of custom ListFilters,new,nobody,Bug,contrib.admin,1.6
22808,ModelMultipleChoiceField does not properly check if value is valid,closed,nip3o,Bug,Forms,1.6
22807,Strange manage.py check warning when using cached template loader,closed,nobody,Bug,Testing framework,1.7-beta-2
22800,FormWizards leak data into other forms.,closed,nobody,Bug,contrib.formtools,1.6
