id,summary,status,owner,type,component,version
24922,Templates: conflicting settings should emit a system check error,assigned,sergei-maertens,Bug,Core (System checks),master
24916,DjangoJSONEncoder: Decimal type localization mechanism is missing,closed,nobody,Bug,Core (Serialization),1.8
24913,Localize filter tag doesn't work for thousand separator then USE_L10N is False,closed,ana-balica,Bug,Internationalization,1.7
24912,prefetch_related fails with sqlite3 database and UUIDField primary keys,assigned,zedr,Bug,"Database layer (models, ORM)",master
24911,"QuerySet is initiated with model=None as kwarg, but is called in BaseManager.get_queryset() as arg.",new,nobody,Bug,"Database layer (models, ORM)",1.8
24910,createsuperuser in interactive mode assumes USERNAME_FIELD is unique,new,nobody,Bug,contrib.auth,1.8
24908,Overridden field in modelform used in modeladmin which name is returned by get_readonly_fields,new,nobody,Bug,contrib.admin,1.8
24906,ResolverMatch.app_name doesn't contain full application namespace for nested namespaces,assigned,knbk,Bug,Core (URLs),1.8
24904,reverse() doesn't allow for nested current_app namespaces,assigned,knbk,Bug,Core (URLs),1.8
24903,Backport assertRaisesMessage fix,assigned,timgraham,Bug,Testing framework,1.8
24902,Unapply squashed migration when any of the individual migrations are unapplied,closed,nobody,Bug,Migrations,1.8
24900,KeyError when trying to migrate to a replaced migration,new,nobody,Bug,Migrations,1.8
24898,QueryDict serialization into session,closed,nobody,Bug,Forms,1.8
24897,Choices longer than 1 day don't work with DurationField,closed,nobody,Bug,Forms,1.8
24895,Migration loader fails to load pair of squashed apps when dependent app's squashed migrations are partially applied,closed,carljm,Bug,Migrations,1.8
24893,Django migrations don't add unique constraint for field that is changed from primary_key to unique,closed,timgraham,Bug,Migrations,1.8
24892,"Django migrations don't escape uppercase table name in """" when using postgres backend when changing Integer  field to Auto field",closed,timgraham,Bug,Migrations,1.8
24889,Multi dotted path ImportError,closed,nobody,Bug,Core (Other),1.8
24879,"In the docs, models.QuerySet is used instead of models.query.QuerySet",closed,nobody,Bug,Documentation,1.8
24875,"inotify broken with vim, dev server does not restart",closed,nobody,Bug,Core (Management commands),master
24873,Error while using Prefech on more than two levels,assigned,Gagaro,Bug,"Database layer (models, ORM)",master
24871,Textarea widget has redundant \r\n,new,nobody,Bug,Forms,1.8
24869,Model unicode and Foreign key,closed,nobody,Bug,Uncategorized,1.8
24868,Invalid kwarg passed to technical_500_response() handling SuspiciousOperation in debug mode,closed,nobody,Bug,Core (URLs),1.8
24867,admin.E202 seems to include superclass references?,closed,nobody,Bug,contrib.admin,1.7
24860,Migrations leak stale RelatedManager related_model definitions,closed,nobody,Bug,Migrations,1.8
24856,raw_id_fields popup missing,closed,nobody,Bug,contrib.admin,1.8
24852,Related Field got invalid lookup: offer_ptr,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24851,Regression in reverse one-to-one field in list_display,closed,timgraham,Bug,contrib.admin,1.8
24849,Broken squashmigration when model related to another one gets deleted,new,nobody,Bug,Migrations,1.8
24848,makemigrations fails with 'ValueError: Dependency on unknown app' when migrations module exists without __init__.py,closed,knbk,Bug,Migrations,1.8
24847,Items set on a RequestContext after creation get lost,closed,pwmarcz,Bug,Template system,1.8
24846,MySQL Migration SchemaEditor default code is ignorant of other blob/text data types,closed,adamchainz,Bug,Migrations,1.8
24844,HStore Form Field falsely report has_changed,closed,andreagrandi,Bug,contrib.postgres,1.8
24843,Mistake in French translation,closed,nobody,Bug,Internationalization,1.8
24842,Resets settings if before defining DATABASES use ugettext or ugettext_lazy,closed,nobody,Bug,Internationalization,1.6
24841,BaseRangeField should use base_field's prepare_value method,closed,unklphil,Bug,contrib.postgres,1.8
24836,force_text doesn't force SimpleLazyObject into a string,closed,nobody,Bug,Utilities,1.8
24835,exists() incorrect after annotation with Count(),closed,pwmarcz,Bug,"Database layer (models, ORM)",1.8
24834,Optional port in Host request header breaks get_current_site(),assigned,ngnpope,Bug,contrib.sites,1.5
24833,Annotation with `Case` can't be used with `exclude`,new,nobody,Bug,"Database layer (models, ORM)",1.8
24832,URLField validation isn't very strict,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24831,Pickling querysets with prefetch_related breaks,closed,coldmind,Bug,"Database layer (models, ORM)",1.8
24826,file_storage.tests.FileFieldStorageTests.test_extended_length_storage fails when AUFS is in use,closed,nobody,Bug,File uploads/storage,1.8
24823,FileField with callable default raise error  with forms,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24822,Autodetector crashes on add/removal of tzinfo from DateTimeField default,new,nobody,Bug,Migrations,1.8
24821,makemigrations generates long files names,closed,nobody,Bug,Migrations,1.8
24819,clearsessions deletes sessions that expire in the next hour,closed,nobody,Bug,contrib.sessions,1.8
24818,models.CharField shouldn't accept a string as max_length,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24817,Renaming a model field that has null=False makes it nullable in MySQL,closed,coldmind,Bug,Migrations,1.8
24812,RuntimeWarning in schema tests about reloading models,closed,timgraham,Bug,Migrations,1.8
24809,Won't load templates from apps directory without a model,closed,nobody,Bug,Template system,1.8
24808,An error that occurs when 2 migrations happen to execute as the result of a single migrate command.,closed,nobody,Bug,Migrations,1.8
24807,Prefetch_related broken when two models have an M2M to the same model with related_name='+',closed,nobody,Bug,"Database layer (models, ORM)",1.8
24806,Fix catalan (ca) translation for login fail message in contrib.auth,closed,nobody,Bug,contrib.auth,1.7
24805,Improve makemessages error reporting for invalid locale path,closed,nobody,Bug,Internationalization,1.8
24804,META API: get_field method cache issue,closed,nobody,Bug,Core (Cache system),1.8
24803,Collected SQL does not respect empty strings as params when formatting result sql,new,nobody,Bug,"Database layer (models, ORM)",master
24801,AppConfigs aren't loaded when the application is in a nested directory,closed,nobody,Bug,Core (Other),master
24799,Cookie-backed sessions fail to flush with a custom SESSION_COOKIE_DOMAIN,closed,nobody,Bug,contrib.sessions,1.8
24798,Test failure in admin_views on master,closed,nobody,Bug,Testing framework,master
24795,Migrations fail to apply with postgis 2.0 on remote database,closed,nobody,Bug,GIS,1.8
24794,"RunPython parameter ""atomic"" is ineffective.",closed,nobody,Bug,Migrations,1.8
24791,Cannot run tests without access to postgres database,closed,nobody,Bug,Testing framework,1.8
24790,Migrations remove / add field after rename it,closed,nobody,Bug,Migrations,1.8
24789,Minor error in Customizing authentication in Django / Referencing the User model,closed,cdrice,Bug,Documentation,1.7
24785,render_to_string makes invalid call to template.render,closed,nobody,Bug,Template system,1.8
24784,Admin interface ForeignKey field select widget partially hidden in Firefox,closed,nobody,Bug,contrib.admin,1.8
24781,incorrect command in doc: Applications,new,nobody,Bug,Documentation,1.7
24780,custom-users-and-signals docs out of date,closed,nobody,Bug,Documentation,master
24779,django-1.8.1 fails test with pypy - FAIL: test_serialize_datetime_safe (migrations.test_writer.WriterTests),new,nobody,Bug,Migrations,1.8
24775,Template.render() throws exception when no language is activated,closed,nobody,Bug,Template system,1.8
24774,"Django sites framework, domain field unique",closed,piotrjakimiak,Bug,contrib.sites,1.8
24772,Equality testing of deferred instances,closed,nobody,Bug,"Database layer (models, ORM)",master
24770,Model instances are dropped by annotate when reverse foreign key is empty.,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24768,"KeyError: u""Problem installing fixture '<filename>.json': u'manager'""",closed,nobody,Bug,"Database layer (models, ORM)",1.8
24766,annotation with Q object filters results,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24765,Calling flatten on a Context object fails in some cases,new,nobody,Bug,Template system,1.8
24764,Using 'startswith' field lookup with F objects causes AttributeError,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24763,Docs incorrectly state that DoesNotExist is in django.core.exceptions,closed,nobody,Bug,Documentation,1.8
24762,Proxy models with children which inherit from the proxy cannot select_related said children,new,nobody,Bug,"Database layer (models, ORM)",master
24760,Custom Aggregate: Return string (even if aggregate field is other type),closed,nobody,Bug,"Database layer (models, ORM)",1.7
24758,Incorrect docstring in Options.get_fields(),closed,nobody,Bug,Documentation,1.8
24757,Removing unique_together constraint make Django 1.8 migration fail with MySQL,closed,timgraham,Bug,Migrations,1.8
24756,Unexpected behavior of ModelForm.save for fields with blank=False and overridden required attribute,closed,nobody,Bug,Forms,1.8
24755,makemigrations --merge output is confusing when one head depends on another app,new,nobody,Bug,Migrations,1.8
24753,Reverse FK conditions filter queryset when used in case statements in some cases,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24752,Reusing a Case/Where object in a query causes a crash,closed,akaariai,Bug,"Database layer (models, ORM)",1.8
24751,hstore isnull lookup fails,closed,Tim Graham <timograham@…>,Bug,contrib.postgres,1.8
24749,contribute_to_class(virtual_field=True) is ignored,new,nobody,Bug,"Database layer (models, ORM)",1.8
24748,GROUP BY clause incorrect with foreign key to self in MySQL,closed,akaariai,Bug,"Database layer (models, ORM)",1.8
24744,Missing relabeled_clone methods are causing fails in subqueries,assigned,coldmind,Bug,contrib.postgres,1.8
24742,Can't runserver on a read-only database due to migrations,closed,nobody,Bug,Migrations,master
24741,UnicodeDecodeError in gettext via migrations autodetector,closed,nobody,Bug,Migrations,1.8
24739,Document translation fallback behavior change in 1.8,closed,nobody,Bug,Internationalization,1.8
24738,"No ""m2m_changed"" signal sent when deleting related objects",closed,nobody,Bug,"Database layer (models, ORM)",master
24735,"""manage.py makemigrations --noinput"" asks for renaming of fields",closed,nobody,Bug,Migrations,1.8
24729,Test --keepdb option is incompatible with data migrations.,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24727,ClearableFileInput masks useful exceptions in is_initial(),closed,nobody,Bug,Forms,1.8
24726,ArrayField with IntegerRangeField as base field generates invalid SQL on Insert operations,new,,Bug,contrib.postgres,master
24725,"""ProgrammingError: relation does not exist"" when renaming many-to-many target model",closed,MarkusH,Bug,Migrations,1.8
24724,GeoDjango with Django 1.8 - 'GDALAllRegister' Attribute Error,closed,nobody,Bug,GIS,1.8
24722,test client puts different results in response.context when nested view is redirected with process_request vs process_response middleware,closed,nobody,Bug,Testing framework,master
24719,Related lookup type check broken when an iterator is supplied.,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24717,Unit test model_regress.test_pickle.ModelPickleTestCase fails on RHEL6 SCL,closed,ddriddle,Bug,Testing framework,1.8
24715,Django Migration's alter_db_table does not rename sequences and triggers.,new,nobody,Bug,Migrations,1.7
24713,Redirect loop detection in test client is incorrect,closed,,Bug,Testing framework,1.8
24712,UUIDField doesn't work with SQLite3 and Django 1.8,closed,abhaga,Bug,"Database layer (models, ORM)",1.8
24710,Replace BaseForm.errors property with get_errors method,closed,nobody,Bug,Forms,1.7
24708,forms.GenericIPAddressField.to_python behaves differently to other CharField subclasses.,closed,Pradeek,Bug,Forms,master
24705,Exception when negating Q object in annotate,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24704,Development server does not restart on SynaxError in models.py,assigned,aaugustin,Bug,Core (Management commands),1.7
24701,Migration created on python2.7 fails to load on python 3 due to models.Manager,closed,MarkusH,Bug,Migrations,1.8
24698,Relation clear fails silently when using OneToOneField+UUIDField,closed,abhaga,Bug,"Database layer (models, ORM)",1.8
24697,Lots of intermittent DNS lookup failures on documentation site,closed,nobody,Bug,Documentation,
24695,URL regex has unnecessary _,closed,nobody,Bug,Documentation,1.8
24689,DetailView get_template_name and get_context_object_name fail with deferred QuerySet,closed,nobody,Bug,Generic views,master
24687,select_related field validation doesn't work for nested non-relation fields,new,nobody,Bug,"Database layer (models, ORM)",1.8
24685,EngineHandler doesn't raise exception when duplicate aliases are registered,closed,aaugustin,Bug,Template system,1.8
24684,Syntax error in documentation,closed,nobody,Bug,Documentation,1.8
24683,STATIC_ROOT needs to appear after INSTALLED_APPS,closed,nobody,Bug,contrib.staticfiles,1.7
24682,generic editing views pointing to wrong method,closed,nobody,Bug,Documentation,master
24681,BrokenLinkEmailsMiddleware UnicodeDecodeError,closed,Code0x58,Bug,HTTP handling,master
24679,"Auth User last_login initialized as NULL from 1.8, old DB conflicts, documentation update",closed,nobody,Bug,Documentation,1.8
24678,auto_add and auto_add_now cannot be used together in DateTimeField definition,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24677,models.TextField cleaning doesn't behave the same as models.CharField.,closed,rolo,Bug,"Database layer (models, ORM)",master
24676,Regression on ManytoMany representation in the admin interface,closed,nobody,Bug,contrib.admin,1.8
24674,"NullBooleanField in a model is converted to NullBooleanField in a form, not CharField",closed,charettes,Bug,Documentation,master
24673,Extend GeoDjango docs with info about pros and cons,closed,nobody,Bug,Documentation,1.8
24667,Some tests in model_field suite don't actually do anything,closed,yoongkang,Bug,Testing framework,1.8
24665,"Model field relational attributes are None by default, not False",closed,honya121,Bug,"Database layer (models, ORM)",1.8
24663,DEBUG view AttributeError on exception value.__traceback__ in python2,closed,fero,Bug,Core (Other),master
24662,Sum() returns True/False when used with BooleanField & MySQL,assigned,marco-santamaria,Bug,"Database layer (models, ORM)",1.8
24661,lookup_cast() takes 2 positional arguments but 3 were given,closed,nobody,Bug,Internationalization,1.8
24658,Schema tests fail when run in isolation,closed,vladiibine,Bug,Testing framework,master
24657,include template tag example contains incorrect context data,closed,nobody,Bug,Documentation,1.8
24655,Admin RelatedFieldWidgetWrapper does not build static url correctly,closed,nobody,Bug,contrib.admin,1.8
24654,"infinite loop caused by ordering, triggered by relational primary key construct",closed,charettes,Bug,"Database layer (models, ORM)",master
24653,Database introspection doesn't work when using MySQL OPTIONS['read_default_file'],new,nobody,Bug,"Database layer (models, ORM)",1.8
24651,makemigrations: AttributeError: 'bytes' object has no attribute 'pattern' (Django 1.8/Python 3.4),closed,nobody,Bug,Migrations,1.8
24647,"""django-admin compilemessages"" does not compile translations for every app automatically, documentation is misleading",closed,nobody,Bug,Documentation,1.8
24646,File names jinja2.py cannot import jinja2,closed,nobody,Bug,Documentation,1.8
24642,If queryset has orderby before distinct query selects the orderby,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24641,ZIP archive with HTML documentation is empty,closed,nobody,Bug,Documentation,1.8
24639,Interaction between ValidationError and mark_safe,closed,jambonrose,Bug,Forms,1.8
24637,get_constraints broke on newer version of sqlite.,closed,maestrofjp,Bug,"Database layer (models, ORM)",master
24636,Add validator to DecimalField to ensure that it respects max_digits/decimal_places,assigned,iuliachiriac,Bug,"Database layer (models, ORM)",master
24633,django-docs-1.8-en.zip is empty,closed,timgraham,Bug,Uncategorized,1.8
24631,UUIDField makemigration error,closed,nobody,Bug,Migrations,1.8
24630,Misleading/incorrect docs about RunPython and transactions,closed,priidukull,Bug,Documentation,1.8
24628,Squash migration is not marked as applied when the migrations it replaces are,closed,nobody,Bug,Migrations,1.8
24627,Race condition like error in migration,closed,nobody,Bug,Migrations,1.8
24626,widgets property doesn't work in ModelForm,closed,nobody,Bug,Forms,1.7
24625,Arbitrary file inclusion in admindocs,closed,MarkusH,Bug,contrib.admindocs,master
24624,'ManyToOneRel' object has no attribute 'opts' when using django.contrib.admindocs,closed,nobody,Bug,contrib.admindocs,1.8
24623,AttributeError when trying to send an utf-8 encoded email with text attachments (mime type: text/*),new,,Bug,Core (Mail),1.7
24622,"Response ""context"" and ""templates"" not available in the Test Client when using Jinja2 - Django 1.8",new,nobody,Bug,Testing framework,1.8
24621,request.session.pop's second param is not documented,closed,adamzap,Bug,Documentation,1.8
24620,showmigrations broken in Django 1.8,closed,nobody,Bug,Core (Management commands),1.8
24618,Incorrect duplicate app message shown when no duplicates found,closed,nobody,Bug,Testing framework,1.7
24615,ordering by expression not part of SELECT is broken,closed,nobody,Bug,GIS,1.8
24611,Manager update with object instance having UUID as PK fails,closed,nobody,Bug,"Database layer (models, ORM)",master
24608,Chaining inherited models with UUID primary key does not work in MySQL,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24607,dumpdata (with natural keys) / loaddata failure for model inheriting from User,new,nobody,Bug,Core (Serialization),1.8
24605,Database identifiers are not properly escaped in some queries,closed,Tim Graham <timograham@…>,Bug,"Database layer (models, ORM)",1.7
24601,Template rendering breaks for number in management command due to translation.deactivate_all(),closed,nobody,Bug,Uncategorized,1.8
24600,Accessing deleted keys in Context objects do not return empty strings (raises KeyError),closed,nobody,Bug,Documentation,master
24599,"BaseInlineFormSet.add_fields(self, form, index) add field to form._meta multiple times",closed,nobody,Bug,Forms,1.8
24598,JsonResponse loses encoding support in Content-Type header,closed,nobody,Bug,HTTP handling,1.8
24597,Documentation URLs are broken,closed,nobody,Bug,Documentation,1.8
24596,year_lookup_bounds_for_date_field should be evaluated via get_db_prep_value in get_db_prep_lookup,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24595,"alter field type on MySQL ""forgets"" nullability (and more)",closed,Shai Berger <shai@…>,Bug,Migrations,1.7
24593,Thousand separator not showing in ModelAdmin.readonly_fields,closed,xblitz,Bug,contrib.admin,1.7
24587,predictable CSRF functionality,closed,nobody,Bug,CSRF,1.7
24584,Test failures with MySQL >= 5.6.4 and MySQLdb < 1.2.5,closed,nobody,Bug,"Database layer (models, ORM)",master
24578,prepare_database_save breaks some OneToOneField's in 1.8,closed,timgraham,Bug,"Database layer (models, ORM)",1.8
24577,Restrict extending and including to require templates from the same engine.,new,nobody,Bug,Template system,master
24576,Bad cascading leads to non-deterministic IntegrityError,new,nobody,Bug,"Database layer (models, ORM)",1.8
24574,'python manage.py runserver' sleeps forever because of threading lock,closed,nobody,Bug,Migrations,1.7
24573,"""Unknown column"" exception after removing field in migration.",closed,MarkusH,Bug,Migrations,1.8
24572,Migration plan may be broken when applying migrations on a clean database,new,nobody,Bug,Migrations,master
24571,"""testserver"" management command fails",closed,claudep,Bug,Core (Management commands),1.8
24570,`group_by` clause does not resolve keywords defined in `extra` clause.,closed,nobody,Bug,"Database layer (models, ORM)",1.8
24569,Template `date` filter fails with TypeError,closed,nobody,Bug,Template system,1.8
24568,The django 1.8 offline doc(pdf/epub) is 404.,closed,timgraham,Bug,Documentation,1.8
24567,"/admin/auth/user/add/ requires ""auth | user | Can change user"" permission",closed,nobody,Bug,contrib.admin,1.8
24566,MigrationWriter doesn't serialize timedelta,closed,nobody,Bug,Migrations,1.8
24563,Migration for M2M Field fails with FieldDoesNotExist when removing null=True from model,closed,nobody,Bug,Migrations,1.8
24559,MigrationLoader.load_disk ImportError handling differs under py3/pypy vs py2,new,nobody,Bug,Migrations,master
24557,"Search for ""setup.py"" returns no results",closed,nobody,Bug,Documentation,master
24555,Wrong content in inclusion templatetags with variable parent template,closed,Tim Graham <timograham@…>,Bug,Template system,1.8rc1
24549,Django with Oracle backend - Application gets killed very often in Ubuntu,closed,nobody,Bug,"Database layer (models, ORM)",1.6
24548,A testrunner test fails with unittest2 installed,closed,nobody,Bug,Testing framework,1.6
24545,sensitive_post_parameters disclosure in csrf_exempt wrapper,closed,nobody,Bug,Uncategorized,1.7
24542,Inheriting from multiple abstract model base classes with the same field leads to invalid SQL and db-level exception,closed,nobody,Bug,"Database layer (models, ORM)",1.6
24539,Attempt to create object with repeated value on a custom PK raises IntegrityError on wrong field,new,nobody,Bug,Uncategorized,1.7
24538,Rendering a Jinja template with a context containing 'self' fails,closed,charettes,Bug,Template system,1.8rc1
24537,Migration autodetector not detecting RenameModel if foreign keys are defined before sibling fields,closed,MarkusH,Bug,Migrations,master
24536,dynamic default value that uses the orm cause an exception when running migrate,closed,nobody,Bug,Migrations,1.7
24533,Changing an AutoField into an IntegerField leaks the sequence on PostgreSQL,new,nobody,Bug,Migrations,1.7
24532,AttributeError with custom routers that define allow_syncdb but not allow_migrate,closed,nobody,Bug,"Database layer (models, ORM)",1.8rc1
24531,CommaSeparatedIntegerField validation not specific enough,closed,nobody,Bug,Core (Other),master
24530,Index names are inconsistent on PostgreSQL (at least),new,nobody,Bug,Migrations,1.7
24528,Migration fails because of duplicate constraint name when renaming and re-creating a model,new,nobody,Bug,Migrations,1.7
24527,Using standalone templates gives confusing error message,new,nobody,Bug,Documentation,1.7
24525,AssertionError at `Query.change_aliases`,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24521,frozensets don't seem to work quite right in migrations as field kwargs,closed,nobody,Bug,Migrations,1.7
24518,OptionParser verbosity not cast to int (Python3),closed,jthi3rry,Bug,Core (Management commands),1.8
24517,makemessages doesn't recognize aliased gettext functions,closed,nobody,Bug,Internationalization,1.7
24516,"make_template_fragment_key behaves differently than the {% cache %} template tag for the ""None"" value",closed,codeinthehole,Bug,Core (Cache system),1.7
24515,Plural handling broken,closed,nobody,Bug,Internationalization,1.8rc1
24513,"""... has no field named None"" with M2MField when migrating",closed,nobody,Bug,Migrations,1.8
24512,'ORA-01461: can bind a LONG value only for insert into a LONG column' error when loading data,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24508,F() object operations do not correcly reflect with annotate,closed,jarshwah,Bug,"Database layer (models, ORM)",1.8rc1
24506,Migrations are crashing after changing foreign key from auth.Group model to a proxy model of auth.Group,new,marcofucci,Bug,Migrations,1.8
24505,"Multiple ManyToManyFields to same ""to"" model with related_name set to '+' mix up badly",closed,marcofucci,Bug,"Database layer (models, ORM)",1.7
24503,Misleading doc regarding language_code fallback,closed,nobody,Bug,Internationalization,1.7
24500,Django runtests - 3 tests fail on windows due to encoding troubles,closed,nobody,Bug,Internationalization,1.8rc1
24498,Issues with migrations while running tests,closed,nobody,Bug,Core (Management commands),1.7
24497,Truncation of microseconds in DateTimeField leads to lookup trouble,closed,nobody,Bug,Forms,1.7
24492,Bug in BaseCookie load can result in cookies not being set,closed,timgraham,Bug,HTTP handling,1.7
24491,"Admin's ""no"" icon is incorrect and should be replaced",closed,nobody,Bug,contrib.admin,1.7
24488,Optional SITE_ID when migrating django.contrib.sites,closed,knbk,Bug,contrib.sites,1.8beta2
24487,"Need for some retrocompatibility guidance for devs, on new OrderedDict usage",closed,nobody,Bug,Uncategorized,1.7
24486,UnboundLocalError in db.models.expressions,closed,jarshwah,Bug,"Database layer (models, ORM)",1.8beta2
24483,keepdb migrations break choices as generators,closed,Tim Graham <timograham@…>,Bug,Migrations,1.8beta2
24478,Icelandic thousand separator not working without number grouping value,closed,nobody,Bug,Internationalization,1.7
24467,"jQuery error in Django admin site when use ""get_prepopulated_fields""",closed,nobody,Bug,contrib.admin,master
24465,Failed logins are recorded as HTTP 200 instead of HTTP 403,closed,nobody,Bug,contrib.admin,1.7
24461,Admin readonly_fields pointing to properties (@property) do not get escaped.,closed,bmispelon,Bug,contrib.admin,1.7
24455,Debug-page now shown when traceback contains LazyObjects which raise exceptions when evaluated,closed,bpeschier,Bug,Core (Other),master
24454,SimpleLazyObject __repr__ does not work for collections.namedtuple,closed,tino,Bug,Core (Other),master
24453,Initial values for ManyToMany form fields can't be hidden,closed,nobody,Bug,Forms,1.7
24452,Staticfiles backends using HashedFilesMixin don't update CSS files' hash when referenced media changes,assigned,pmclanahan,Bug,contrib.staticfiles,1.7
24451,"TemplateSyntaxError with {% cycle ""Hello, how are you?"" ""Fine!"" %}",closed,timgraham,Bug,Template system,1.7
24447,Migrations do not add a FK constraint for an existing column,closed,nobody,Bug,Migrations,1.7
24446,ATOMIC_REQUESTS add extra queries if the view was already in a transaction,new,nobody,Bug,"Database layer (models, ORM)",master
24445,DurationField with default='1 00:00' triggers validation on otherwise empty inline formsets,closed,nobody,Bug,Forms,master
24443,Changing upload_to on a filefield creates a migration despite not changing the database at all,closed,nobody,Bug,Migrations,1.7
24442,Index name truncation is odd,new,nobody,Bug,Migrations,master
24441,core.files.images.get_image_dimensions broken on invalid images,closed,raulcd,Bug,Core (Other),1.7
24439,make_object_list attribute mis-used in GCBV Documentation,closed,nobody,Bug,Documentation,1.7
24437,contrib.auth @ 1.8b1 breaks existing projects / applications using Mongoengine,closed,nobody,Bug,contrib.auth,1.8beta1
24436,model's __init__ tries to set all non-concrete fields,closed,nobody,Bug,"Database layer (models, ORM)",1.8alpha1
24435,"Removing blank=True, null=True from ManyToMany field causes data deletion in migration",closed,MarkusH,Bug,Migrations,1.8beta1
24434,Django Custom Field inherits ForeignKey deconstruct() fails,new,nobody,Bug,Documentation,1.7
24431,"Combining extra(), annotate() or distinct() and count() can generate invalid SQL",closed,nobody,Bug,"Database layer (models, ORM)",1.8beta1
24428,Model field with default=callable and choices is always reported as changed,closed,nobody,Bug,Forms,master
24427,makemigrations --merge ignores --dry-run,closed,johngian,Bug,Migrations,master
24426,Admin actions panel is always hidden if show_full_result_count = False,closed,timgraham,Bug,contrib.admin,1.8beta1
24425,Cross Backend template includes are not supported,closed,nobody,Bug,Template system,1.8beta1
24424,Removing a model's last field results in SQL syntax error on SQLite,new,,Bug,Migrations,1.7
24421,Querying a reverse ForeignObject relation using exclude() fails,new,nobody,Bug,"Database layer (models, ORM)",1.7
24420,Can't order_by annotated field if annotated field uses conditional expression,closed,jarshwah,Bug,"Database layer (models, ORM)",1.8beta1
24418,refresh_from_db is breaking on null foreign keys,closed,nobody,Bug,"Database layer (models, ORM)",1.8alpha1
24416,EmailMessage and send_email do not handle ugettext_lazy translated addresses correctly,closed,medmunds,Bug,Core (Mail),1.7
24415,select_related() uses always QuerySet and Query classes from originating Model on spatialite,closed,nobody,Bug,"Database layer (models, ORM)",1.6
24413,"Translations for language ""en"" missing",closed,nobody,Bug,Internationalization,1.8alpha1
24411,"Creating a model called Item breaks the admin ""delete selected"" action",closed,timgraham,Bug,contrib.admin,1.8alpha1
24410,MySQL manually created indexes aren't recognized,closed,nobody,Bug,Migrations,1.7
24408,"""pip install .../master.zip"" fails with UnicodeEncodeError in pip",closed,nobody,Bug,Packaging,master
24407,Initial migration fails if app name has upper-case letters on Oracle,new,nobody,Bug,Migrations,1.7
24404,Custom ManyToManyField doesnt create a specific table,closed,nobody,Bug,Migrations,1.7
24403,makemessages when run for a django app and no settings will fail on settings.STATIC_ROOT and settings.MEDIA_ROOT not being set,closed,nobody,Bug,Core (Management commands),1.8alpha1
24400,"CommandError: This script should be run from the Django Git checkout or your pro ject or app tree, or with the settings module specified.",closed,nobody,Bug,Uncategorized,1.7
24398,Built in webserver not reloading Python files upon requests,closed,nobody,Bug,Uncategorized,1.7
24395,Cannot reference FK relation from inline ModelForm.save(),closed,timgraham,Bug,Forms,1.8alpha1
24394,Running tests fails when DATABASES['default'] = {},closed,akulakov,Bug,Testing framework,1.7
24392,Error running test suite when I use branch 1.7,closed,nobody,Bug,Uncategorized,1.7
24391,UUIDField with default=uuid4 triggers validation on otherwise empty inline formsets,closed,timgraham,Bug,Forms,master
24390,Migration constraint names are non-deterministic due to hash randomization,closed,nobody,Bug,Migrations,1.7
24389,CSRF error page requires DjangoTemplates backend,closed,aaugustin,Bug,Template system,1.8alpha1
24387,"Django admin, exception in queryset when using  values() before annotate",closed,nobody,Bug,contrib.admin,1.6
24386,Querysets with filters and exclusions based on deep relations build invalid queries,new,nobody,Bug,"Database layer (models, ORM)",master
24385,Sum() doesn't seem to respect .distinct() in the queryset filter before .aggregate() when filtering by m2m.,closed,nobody,Bug,"Database layer (models, ORM)",1.7
24384,compilemessages shouldn't return with exit code 0 when it fails,new,nobody,Bug,Internationalization,master
24381,Cache pickling exception in 1.8a1 with cross-table filter params,closed,timgraham,Bug,Core (Cache system),1.8alpha1
24377,UUIDField as primary key breaks inline admins,closed,timgraham,Bug,Forms,master
24367,"ORA-00918 (column ambiguously defined) when using a combination of slicing, distinct, and order_by",closed,nobody,Bug,"Database layer (models, ORM)",1.7
24365,inspectdb should generate PositiveIntegerFields for unsigned fields.,new,nobody,Bug,Core (Management commands),master
24362,Migration test failure on Oracle,closed,nobody,Bug,Migrations,1.8alpha1
24361,The doc is not right w.r.t. LOGGING overwriting.,closed,nobody,Bug,Documentation,master
24360,"when LocaleMiddleware activated, no error page with traceback and error message in logger",closed,Claude Paroz <claude@…>,Bug,Core (Other),1.7
24359,"""Http exceptions are provided in django.http"" links to a page that does not list or link to HTTP exceptions",closed,nobody,Bug,Documentation,1.8alpha1
24357,Renaming Foreignkey field leaves index,closed,nobody,Bug,Migrations,1.7
