commit,author,date,title,faultID,file
4d2c248,Thomas Kluyver,2015-03-13 12:29:41,Allow inspection of source code for magics,8033,IPython/core/oinspect.py
883fe6f,Min RK,2015-03-13 12:25:05,Merge pull request #8027 from bollwyvl/fix-select-multiple,8012
2aff1ee,Nicholas Bollweg,2015-03-12 07:42:50,fixes #8012,8012
ae7f6d6,Matthias Bussonnier,2015-02-26 20:34:47,Fix #4777 and #7887,4777
8250266,Min RK,2015-01-26 10:56:09,remove duplicated border in indicator area,7599
336c639,Min RK,2015-01-20 21:23:55,Merge pull request #7515 from jhamrick/fix-tour,5570
52bc0c3,Thomas Kluyver,2015-01-16 10:54:00,Fix %load files with trailing newline to qtconsole,7485,IPython/qt/console/console_widget.py
d596129,Min RK,2015-01-14 12:09:07,Merge pull request #7413 from Carreau/end_Space,7409
b7ba30a,Min RK,2015-01-14 11:50:26,support markdown output in nbconvert,7394,IPython/nbconvert/exporters/html.py
c38a54b,Matthias Bussonnier,2015-01-11 16:03:26,Prevent jump when clicking on action in menu.,7367
3996b0e,Johannes Feist,2015-01-13 18:40:52,fix access to png width and height in nbconvert html basic template,7436
d9cea04,Matthias Bussonnier,2015-01-11 15:41:07,update to component master CM11,7395
b3fa9de,Matthias Bussonnier,2015-01-11 15:31:06,fix end_space size,7409
3d6485b,Matthias Bussonnier,2014-12-24 18:52:22,remove whitespace below menubar when toolbar hidden.,7292
f0bcc52,Thomas Kluyver,2014-12-17 10:40:55,Fix HEAD requests for kernelspec resources,7237,IPython/html/kernelspecs/handlers.py
6792aa5,Thomas Kluyver,2014-11-11 16:15:06,Shut down kernel correctly when closing tab in Qt console,6893,IPython/qt/console/mainwindow.py
29a0deb,Thomas Kluyver,2014-10-28 12:54:07,Fix Qt inputhook,6804,IPython/lib/inputhook.py
1325ac1,Thomas Kluyver,2014-10-17 10:20:33,Fix markdown rendering with inline maths,6724,IPython/nbconvert/filters/markdown.py
7c1173b,Thomas Kluyver,2014-09-04 12:07:02,Fix relative import in appnope,6409,IPython/external/appnope/__init__.py
0530ec9,Thomas Kluyver,2014-06-20 16:14:31,Only allow '>>>' prompt without space afterwards if line is blank,6025,IPython/core/inputtransformer.py
0530ec9,Thomas Kluyver,2014-06-20 16:14:31,Only allow '>>>' prompt without space afterwards if line is blank,6025,IPython/core/tests/test_inputsplitter.py
45ff082,Thomas Kluyver,2014-06-20 16:07:28,Add failing test for gh-6025,6025,IPython/core/tests/test_inputtransformer.py
5579eee,Thomas Kluyver,2014-06-10 12:29:41,Skip some tests if nbformat not importable,5970,IPython/core/tests/test_magic.py
5579eee,Thomas Kluyver,2014-06-10 12:29:41,Skip some tests if nbformat not importable,5970,IPython/core/tests/test_run.py
5579eee,Thomas Kluyver,2014-06-10 12:29:41,Skip some tests if nbformat not importable,5970,IPython/terminal/tests/test_help.py
a67ac8e,MinRK,2014-05-12 14:17:01,remove Firefox-specific CSS workaround,5192
3bde653,MinRK,2014-05-05 16:54:09,fix some issues in dict key completion,5790,IPython/core/completer.py
3bde653,MinRK,2014-05-05 16:54:09,fix some issues in dict key completion,5790,IPython/core/tests/test_completer.py
eef061e,Thomas Kluyver,2014-04-19 11:45:02,Fix %bookmark -l for Python 3,5676,IPython/core/magics/osm.py
eef061e,Thomas Kluyver,2014-04-19 11:45:02,Fix %bookmark -l for Python 3,5676,IPython/core/tests/test_magic.py
664c4f4,Thomas Kluyver,2014-03-28 11:51:21,Fix starting notebook server with file/directory at command line.,5460,IPython/html/notebookapp.py
6bc5512,Thomas Kluyver,2014-03-20 09:13:54,Merge pull request #5388 from shashi/semicolon-fix,4525
5ed16ec,Shashi Gowda,2014-03-20 04:23:52,Suppress output even when a comment follows ;. Fixes #4525.,4525,IPython/core/displayhook.py
5ed16ec,Shashi Gowda,2014-03-20 04:23:52,Suppress output even when a comment follows ;. Fixes #4525.,4525,IPython/core/tests/test_interactiveshell.py
808ea63,Min RK,2014-03-19 12:21:03,Merge pull request #5310 from ivanov/fix-5238,5238
49639e8,Paul Ivanov,2014-03-09 11:41:25,"remove raw cell placeholder on focus, closes #5238",5238
3ec67fc,Thomas Kluyver,2014-02-05 17:44:09,Store timestamps for modules to autoreload,4127,IPython/extensions/autoreload.py
3ec67fc,Thomas Kluyver,2014-02-05 17:44:09,Store timestamps for modules to autoreload,4127,IPython/extensions/tests/test_autoreload.py
709fe10,MinRK,2014-03-02 20:45:34,display any output from this session in terminal console,5251,IPython/terminal/console/interactiveshell.py
e18be79,Fernando Perez,2014-02-21 18:08:19,Merge pull request #5112 from minrk/completion-band-aid,4860
c586bb9,MinRK,2014-02-18 14:08:27,Some template static_url tweaks,5141
c212c9c,MinRK,2014-02-12 18:20:51,use non-breaking space for button with no description,5113
991071f,Fernando Perez,2014-02-10 18:16:22,Merge pull request #5077 from minrk/qt-hmm,4997
c83ff4b,MinRK,2014-02-02 11:12:07,require print_method to be a bound method,4990,IPython/core/formatters.py
c83ff4b,MinRK,2014-02-02 11:12:07,require print_method to be a bound method,4990,IPython/core/tests/test_formatters.py
4850ed8,MinRK,2014-02-07 20:20:24,fix flex: auto,5069
ea44f6e,MinRK,2014-02-07 16:43:49,show traceback in widget handlers,5064,IPython/html/widgets/widget.py
e80633d,MinRK,2013-07-05 12:31:48,set overflow-x: hidden on Firefox only,3549
1229497,Thomas Kluyver,2014-02-03 17:56:12,Prevent 'iptest IPython' from trying to run.,4006,IPython/testing/iptestcontroller.py
9b8c058,Min RK,2014-01-31 20:40:25,Merge pull request #4929 from ellisonbg/modal-fixes,4809
32dc84b,Min RK,2014-01-29 15:59:11,Merge pull request #4950 from ellisonbg/file-upload,4825
7c82276,MinRK,2014-01-29 12:41:48,`ipython profile create` respects `--ipython-dir`,4704,IPython/core/profileapp.py
7c82276,MinRK,2014-01-29 12:41:48,`ipython profile create` respects `--ipython-dir`,4704,IPython/core/tests/test_profile.py
f1061cc,MinRK,2014-01-29 12:21:46,always point py3compat.input to builtin_mod.input,4583,IPython/utils/py3compat.py
93c0079,MinRK,2014-01-28 19:53:15,ZMQCompleter inherits from IPCompleter,1181,IPython/terminal/console/completer.py
da3801e,Thomas Kluyver,2014-01-28 15:41:36,Mark known failure test on Windows.,4907,IPython/core/tests/test_run.py
68cef00,Thomas Kluyver,2014-01-28 15:33:17,Skip failing test part on Windows,4906,IPython/terminal/tests/test_embed.py
2dce7a8,Paul Ivanov,2014-01-23 18:24:01,"cleaner string/bytes solution, closes #4759",4759,IPython/terminal/tests/test_embed.py
75618df,MinRK,2014-01-23 17:40:57,fix tb_offset when running a file,4835,IPython/core/interactiveshell.py
131a4ab,Thomas Kluyver,2013-11-26 16:32:50,Fix bytes regex for Python 3.,4602,IPython/parallel/apps/baseapp.py
e6f14d5,MinRK,2013-11-25 11:55:34,re-cast int/float subclasses to int/float in json_clean,4598,IPython/utils/jsonutil.py
d18be24,Thomas Kluyver,2013-11-22 10:59:29,Use unicode_std_stream in nbconvert stdout writer,4578,IPython/nbconvert/writers/stdout.py
d18be24,Thomas Kluyver,2013-11-22 10:59:29,Use unicode_std_stream in nbconvert stdout writer,4578,IPython/nbconvert/writers/tests/test_stdout.py
c1cf1a9,Matthias Bussonnier,2013-11-10 11:20:25,Merge pull request #4497 from minrk/datetime-session,4493
015e707,MinRK,2013-11-08 11:17:42,allow restart in `%run -d`,3043,IPython/core/magics/execution.py
f205225,MinRK,2013-11-05 17:12:21,fix ISO8601 re,4493,IPython/utils/jsonutil.py
14625df,Min RK,2013-11-05 12:30:55,Merge pull request #4466 from minrk/pandoc-preamble,4245
325e76d,MinRK,2013-10-30 15:38:13,add missing pandoc declarations,4245
414a88d,Thomas Kluyver,2013-10-29 17:40:52,"Better clipboard handling, esp. with pywin32",3386,IPython/lib/clipboard.py
414a88d,Thomas Kluyver,2013-10-29 17:40:52,"Better clipboard handling, esp. with pywin32",3386,IPython/terminal/interactiveshell.py
bf72d2f,MinRK,2013-10-07 17:44:27,save before download-as,852,IPython/html/services/notebooks/handlers.py
4481c32,Min RK,2013-10-11 06:40:32,Merge pull request #4372 from takluyver/i4361,4361
3d1aa16,Thomas Kluyver,2013-10-09 15:53:52,Don't assume that SyntaxTB is always called with a SyntaxError,4361,IPython/core/ultratb.py
bdcd3f6,Thomas Kluyver,2013-10-09 15:52:04,Add failing test for gh-4361,4361,IPython/core/tests/test_ultratb.py
bdcd3f6,Thomas Kluyver,2013-10-09 15:52:04,Add failing test for gh-4361,4361,IPython/testing/tools.py
654c9fe,Pablo de Oliveira,2013-10-08 22:59:30,set_next_input: squash multiple calls from the same cell execution,1349,IPython/core/payload.py
654c9fe,Pablo de Oliveira,2013-10-08 22:59:30,set_next_input: squash multiple calls from the same cell execution,1349,IPython/kernel/zmq/zmqshell.py
6ef833d,Matthias Bussonnier,2013-10-03 05:08:46,Merge pull request #4336 from minrk/kernel_cmd_format,4334
57aefd0,MinRK,2013-10-02 21:26:26,adjust default value of level in sync_imports,4296,IPython/parallel/client/view.py
88c8875,MinRK,2013-10-02 16:29:31,use simple replacement rather than string formatting in format_kernel_cmd,4334,IPython/kernel/manager.py
71dcfc1,Thomas Kluyver,2013-09-23 12:13:48,Use plain string searching for test exclusions.,4243,IPython/testing/iptest.py
b0efb86,MinRK,2013-09-17 11:03:45,clear previous callbacks on execute,4223
2ce2ce4,MinRK,2013-09-13 16:08:47,use TextIOWrapper when communicating with pandoc subprocess,4122,IPython/nbconvert/utils/pandoc.py
fd48b58,Min RK,2013-09-13 12:16:47,Merge pull request #4201 from minrk/no-merge-heading,4200
beb8192,MinRK,2013-09-12 12:28:26,HeadingCells are not splittable or mergeable,4200
8c88aec,Min RK,2013-09-08 17:16:55,Merge pull request #4174 from minrk/markup-templates,4024
c138b06,MinRK,2013-09-04 10:39:22,minor adjustments to markdown / rst templates,4024
617b769,Min RK,2013-09-04 08:50:30,Merge pull request #4158 from minrk/guitk,4156
20bada8,MinRK,2013-09-01 13:43:36,generate choices for `--gui` configurable from real mapping,4156,IPython/core/shellapp.py
