subject,file,lineno,NOC,PAR,NOO,experience-based,statistics-based,tuning machine
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\contrib\wagtailroutablepage\models.py,52,20,1,3,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\contrib\wagtailsearchpromotions\views.py,55,11,0,1,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\tests\context_processors.py,6,18,0,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\edit_handlers.py,658,37,1,5,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\menu.py,89,15,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\site_summary.py,45,15,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\tests\test_edit_handlers.py,527,36,0,3,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\tests\test_edit_handlers.py,528,65,0,6,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\tests\test_edit_handlers.py,529,72,0,6,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\views\home.py,72,15,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailadmin\views\pages.py,69,64,1,7,1,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailcore\blocks\base.py,407,29,1,4,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailcore\tests\test_page_queryset.py,379,24,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailcore\tests\test_whitelist.py,82,12,1,1,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtaildocs\tests.py,45,19,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailforms\forms.py,41,29,1,7,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailforms\forms.py,48,29,1,7,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailimages\tests\test_models.py,116,19,1,2,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailsearch\tests\test_elasticsearch_backend.py,262,34,1,9,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailsearch\tests\test_elasticsearch_backend.py,273,34,1,9,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailsnippets\models.py,33,28,1,3,0,0,0
wagtail,C:\Users\Zhifei Chen\Desktop\pysmell\subjects_for_metrics\wagtail\wagtail\wagtailsnippets\views\snippets.py,76,20,1,5,0,0,0
