tag,file,LongParameterList,LongMethod,LongScopeChaining,LongBaseClassList,LargeClass,LongMessageChain,ComplexLambdaExpression,LongTernaryConditionalExpression,ComplexContainerComprehension,MultiplyNestedContainer,LOC,change,fault
v1.3.0,numpy/f2py/tests/f90/return_complex.py,0,1,0,0,0,0,0,0,0,0,59,0,0
v1.3.0,numpy/lib/__init__.py,0,0,0,0,0,0,0,0,0,0,37,1,0
v1.3.0,numpy/distutils/tests/f2py_ext/tests/test_fib2.py,0,0,0,0,0,0,0,0,0,0,8,0,0
v1.3.0,numpy/distutils/tests/pyrex_ext/tests/test_primes.py,0,0,0,0,0,0,0,0,0,0,9,0,0
v1.3.0,numpy/lib/polynomial.py,0,0,0,0,1,0,0,0,0,0,387,5,0
v1.3.0,numpy/distutils/fcompiler/ibm.py,0,0,0,0,0,0,0,0,0,0,73,1,0
v1.3.0,numpy/oldnumeric/typeconv.py,0,0,0,0,0,0,0,0,0,0,36,0,0
v1.3.0,numpy/distutils/exec_command.py,0,2,0,0,0,0,0,0,0,0,391,1,0
v1.3.0,numpy/linalg/tests/test_build.py,0,0,0,0,0,0,0,0,0,0,37,0,0
v1.3.0,numpy/f2py/use_rules.py,0,0,0,0,0,0,0,0,0,0,60,0,0
v1.3.0,numpy/core/code_generators/generate_ufunc_api.py,0,0,0,0,0,0,0,0,0,0,46,5,0
v1.3.0,numpy/core/code_generators/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.3.0,numpy/f2py/setup.py,0,0,0,0,0,0,0,0,0,0,64,1,0
v1.3.0,numpy/distutils/conv_template.py,0,0,0,0,0,0,0,0,0,0,164,3,0
v1.3.0,numpy/ma/timer_comparison.py,0,4,0,0,0,0,0,0,0,0,355,0,0
v1.3.0,numpy/core/tests/test_dtype.py,0,0,0,0,0,0,0,0,0,0,71,1,0
v1.3.0,numpy/f2py/doc/collectinput.py,0,0,0,0,0,0,0,0,0,0,51,0,0
v1.3.0,doc/numpybook/comparison/weave/inline.py,0,0,0,0,0,0,0,0,0,0,24,0,0
v1.3.0,numpy/distutils/command/sdist.py,0,0,0,0,0,0,0,0,0,0,19,0,0
v1.3.0,numpy/lib/tests/test_arrayterator.py,0,0,0,0,0,0,0,0,0,0,26,1,0
v1.3.0,numpy/core/fromnumeric.py,0,0,0,0,0,0,0,0,0,0,337,5,0
v1.3.0,numpy/lib/setupscons.py,0,0,0,0,0,0,0,0,0,0,11,0,0
v1.3.0,numpy/f2py/tests/c/return_real.py,0,1,0,0,0,0,0,0,0,0,65,0,0
v1.3.0,doc/sphinxext/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.3.0,numpy/core/code_generators/generate_numpy_api.py,0,0,0,0,0,0,0,0,0,0,62,43,0
v1.3.0,numpy/distutils/command/build_clib.py,0,1,0,0,0,0,0,0,0,0,202,3,0
v1.3.0,numpy/distutils/tests/f2py_f90_ext/__init__.py,0,0,0,0,0,0,0,0,0,0,0,0,0
v1.3.0,numpy/distutils/numpy_distribution.py,0,0,0,0,0,0,0,0,0,0,17,3,0
v1.3.0,doc/newdtype_example/example.py,0,0,0,0,0,0,0,0,0,0,5,0,0
v1.3.0,doc/sphinxext/compiler_unparse.py,0,0,0,0,1,0,0,0,0,0,387,0,0
v1.3.0,numpy/oldnumeric/__init__.py,0,0,0,0,0,0,0,0,0,0,36,0,0
v1.3.0,numpy/distutils/interactive.py,0,1,0,0,0,0,0,0,0,0,147,0,0
v1.3.0,doc/source/conf.py,0,0,0,0,0,0,0,0,0,0,53,9,0
v1.3.0,numpy/random/setup.py,0,0,0,0,0,0,0,0,1,0,43,0,0
v1.3.0,numpy/lib/tests/test_stride_tricks.py,0,1,0,0,0,0,0,0,0,3,162,0,0
v1.3.0,numpy/core/tests/test_records.py,0,0,0,0,0,0,0,0,0,0,111,1,1
v1.3.0,numpy/numarray/functions.py,0,2,0,0,0,0,0,0,0,0,364,0,0
v1.3.0,doc/sphinxext/numpydoc.py,2,0,0,0,0,0,0,0,0,0,72,7,0
v1.3.0,numpy/distutils/command/egg_info.py,0,0,0,0,0,0,0,0,0,0,5,0,0
v1.3.0,numpy/core/tests/test_errstate.py,0,0,0,0,0,0,0,0,0,0,6,3,0
v1.3.0,numpy/testing/decorators.py,0,0,2,0,0,0,0,0,0,0,56,5,0
v1.3.0,numpy/fft/helper.py,0,0,0,0,0,0,0,0,0,0,41,1,0
v1.3.0,doc/sphinxext/traitsdoc.py,0,0,0,0,0,0,0,0,0,0,98,1,0
