subject,tag,file,lineno,NOC,PAR,NOO,experience-based,statistics-based,manual analysis
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1386,50,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1392,51,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,301,52,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,302,53,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,355,48,1,11,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,323,54,1,16,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,323,44,3,10,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,334,65,1,11,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,334,55,3,5,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,338,70,1,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,338,60,3,6,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,342,71,1,13,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,342,61,3,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,345,65,1,11,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,345,55,3,5,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,368,84,1,16,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,368,74,3,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,393,67,3,14,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,397,91,3,17,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,402,72,3,16,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,407,112,3,24,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,415,98,1,28,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,415,88,3,22,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,431,75,3,16,1,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,436,115,3,24,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,444,106,3,30,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,460,70,3,16,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,465,114,3,24,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,471,81,3,16,1,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,475,63,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,478,90,3,16,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,483,97,3,18,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,488,91,3,16,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,493,98,3,18,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,498,88,3,16,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,503,70,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,506,72,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,510,73,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,514,60,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,517,61,3,12,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,526,112,3,17,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,531,109,3,17,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,553,45,1,12,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,586,72,1,16,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,586,61,3,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,719,54,2,17,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,719,42,3,11,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,742,42,3,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,128,51,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,129,46,2,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,205,50,1,11,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,227,53,1,15,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\bleu_score.py,256,40,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,76,78,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,76,56,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,95,76,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,95,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,96,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,126,76,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,126,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,100,89,0,11,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,100,67,0,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,108,76,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,108,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,109,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,173,76,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,173,54,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1819,40,2,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,859,62,1,19,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,38,61,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,48,87,0,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\chat\util.py,73,58,1,13,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\maxent.py,184,40,1,8,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\naivebayes.py,177,52,1,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\__init__.py,234,49,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\__init__.py,239,49,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,252,82,1,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,544,53,1,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,544,41,0,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,545,49,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,545,37,0,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,1503,63,1,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,1535,129,1,14,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\indian.py,38,38,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\indian.py,52,38,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\knbc.py,24,56,1,14,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\knbc.py,162,103,1,28,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\lin.py,127,60,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\semcor.py,96,81,0,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\tagged.py,123,38,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\tagged.py,142,38,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\tagged.py,161,38,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,143,46,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,144,43,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,514,51,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,515,63,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\agreement.py,112,92,1,19,1,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\agreement.py,246,51,2,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\agreement.py,340,60,2,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\confusionmatrix.py,118,49,1,10,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\distance.py,161,40,2,9,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\stanford.py,99,61,1,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,381,108,2,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,394,101,2,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,416,97,2,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,480,102,2,9,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,489,95,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,535,78,2,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,545,78,2,6,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,553,90,2,8,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,583,101,2,10,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\cooper_storage.py,38,48,2,11,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,147,54,2,5,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,447,42,1,17,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,448,49,1,21,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,449,49,1,21,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\hole.py,56,37,2,5,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\hole.py,57,40,2,5,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1014,66,1,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1027,44,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1095,44,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1103,44,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1111,44,1,7,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\hmm.py,1210,43,2,5,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\hmm.py,1240,43,2,5,0,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\mapping.py,43,57,0,7,1,0,0
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tokenize\punkt.py,1593,79,1,14,1,0,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\doc\users\plotting\colormaps\colorconv.py,512,40,2,10,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\misc\rec_groupby_demo.py,31,42,1,6,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\docstring.py,128,41,1,7,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\pyplot.py,2457,54,1,8,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\transforms.py,2271,50,1,7,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\widgets.py,84,41,2,4,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,47,52,1,15,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,49,52,1,15,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,53,53,1,15,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,54,53,1,15,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,55,41,1,11,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,144,37,1,12,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,145,37,1,12,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,146,37,1,12,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\_cm.py,147,37,1,12,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pdf.py,1466,70,1,12,1,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backends\backend_pgf.py,112,39,1,13,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\testing\compare.py,207,73,1,6,0,0,0
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\tests\test_dates.py,165,53,2,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\filters.py,252,67,1,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\templatetags\admin_list.py,144,46,2,10,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\admin\templatetags\admin_list.py,340,58,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\contenttypes\fields.py,218,43,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\contenttypes\fields.py,498,75,1,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,60,134,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,64,134,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,68,138,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,72,150,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,76,150,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,80,146,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,84,146,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,88,142,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,92,142,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,96,142,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\humanize\templatetags\humanize.py,100,130,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\contrib\staticfiles\storage.py,215,55,1,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\inspectdb.py,35,63,1,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\inspectdb.py,36,41,1,10,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\makemessages.py,402,88,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\management\commands\makemigrations.py,205,47,1,13,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\serializers\python.py,74,61,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\serializers\python.py,133,84,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\core\serializers\xml_serializer.py,268,74,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\backends\sqlite3\base.py,72,37,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\graph.py,149,55,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\migrations\graph.py,169,54,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\options.py,420,45,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\options.py,421,44,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\options.py,422,109,1,16,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\fields\related.py,89,56,3,5,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\fields\related.py,1001,106,1,13,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\fields\related.py,1005,74,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\http\request.py,458,50,2,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\middleware\cache.py,100,43,1,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\defaultfilters.py,894,51,1,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,100,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,101,53,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,103,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,104,55,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,106,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,107,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,108,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,109,51,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,110,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,111,51,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\template\smartif.py,112,52,3,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\test\client.py,164,59,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\test\client.py,481,50,0,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\test\testcases.py,1070,76,0,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\test\testcases.py,1080,81,0,12,1,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\test\testcases.py,1090,81,0,12,1,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\encoding.py,42,46,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,398,51,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,399,46,2,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,401,52,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,402,53,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,404,51,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,405,46,2,7,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,407,52,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\functional.py,408,53,2,8,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\six.py,812,45,1,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\text.py,22,58,1,16,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_inlines\tests.py,694,100,0,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_inlines\tests.py,710,100,0,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\models.py,427,57,0,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,530,39,2,5,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,533,41,2,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,536,43,2,6,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,539,65,2,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,542,67,2,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,186,39,1,9,0,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,199,54,1,12,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,356,62,0,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,361,61,0,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,366,92,0,14,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,546,68,1,11,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,775,86,0,12,1,0,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,300,58,1,9,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,361,110,1,20,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\annotations\tests.py,386,110,1,20,1,1,1
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\delete\models.py,15,50,0,7,1,0,0
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\distinct_on_fields\tests.py,96,58,0,9,1,0,0
