subject,tag,file,lineno,NOC,PAR,NOO
numpy,v1.9.2,E:\my code\pysmell\subject_raw\numpy\numpy\numpy\testing\tests\test_utils.py,695,52,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\collocations.py,69,22,2,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\collocations.py,81,29,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\collocations.py,87,18,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\collocations.py,93,31,2,8
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\collocations.py,108,22,1,8
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\compat.py,32,34,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\compat.py,68,24,1,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\decorators.py,66,14,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\decorators.py,112,35,0,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1322,36,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1356,30,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\downloader.py,1358,39,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\featstruct.py,1628,17,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,303,35,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\probability.py,2218,18,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,46,9,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,124,9,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,332,17,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,391,19,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,392,17,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\text.py,422,17,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,330,26,3,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tgrep.py,553,35,3,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,127,35,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tree.py,130,34,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,296,27,1,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,353,8,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\treeprettyprinter.py,354,8,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\util.py,305,16,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\util.py,307,13,1,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\util.py,939,16,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,74,38,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,74,16,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,76,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,79,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,79,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm1.py,80,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,76,34,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,76,12,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,92,25,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,95,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,95,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,96,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,96,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,125,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,125,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,126,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm2.py,126,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,99,45,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,99,23,0,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,100,45,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,100,23,0,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,105,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,105,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,106,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,108,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,108,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,109,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,109,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,114,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,114,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,115,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,172,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,172,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,173,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,173,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,174,32,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\align\ibm3.py,174,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1814,32,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1815,32,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chartparser_app.py,1816,32,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,365,27,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,366,27,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\chunkparser_app.py,679,35,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,34,23,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,36,20,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,40,41,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,42,40,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,44,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,46,40,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,48,38,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,50,23,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,52,23,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,54,30,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,56,21,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,58,38,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,60,23,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,62,25,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,64,22,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\collocations_app.py,66,23,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,42,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,44,27,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,46,45,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,50,67,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,52,66,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,54,74,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,56,66,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,58,64,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,60,30,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,62,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,64,30,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,66,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,68,37,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,70,55,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,72,28,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,74,46,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,76,45,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,78,64,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,80,30,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,82,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,84,32,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,86,50,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\concordance_app.py,88,48,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\srparser_app.py,221,33,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\srparser_app.py,222,33,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\srparser_app.py,223,32,2,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,375,21,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,395,20,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,397,40,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,400,20,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,406,21,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,416,40,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,419,20,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,424,22,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\app\wordnet_app.py,433,20,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\maxent.py,208,33,1,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\naivebayes.py,161,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\classify\naivebayes.py,162,10,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\cluster\util.py,253,26,1,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\__init__.py,244,31,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\__init__.py,249,31,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,536,40,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,536,28,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,537,40,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,537,28,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,1697,35,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\framenet.py,1697,24,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\nombank.py,79,36,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\nombank.py,81,55,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\nombank.py,145,15,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\propbank.py,80,36,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\propbank.py,82,55,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\propbank.py,144,15,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\sentiwordnet.py,57,34,1,6
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\sentiwordnet.py,91,9,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\util.py,186,23,1,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\util.py,442,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\util.py,445,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\wordnet.py,597,9,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\wordnet.py,598,9,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\corpus\reader\wordnet.py,1106,18,0,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,124,26,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,125,26,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,126,29,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,128,31,1,7
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,129,33,1,7
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,132,15,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,141,31,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,142,28,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,1058,22,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\table.py,1062,20,3,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\draw\util.py,1656,28,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,219,25,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,553,44,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\api.py,554,56,0,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\nonmonotonic.py,70,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\nonmonotonic.py,80,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\nonmonotonic.py,191,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\inference\nonmonotonic.py,205,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\association.py,16,24,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\association.py,19,35,1,9
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\association.py,19,15,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\distance.py,180,32,2,7
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\scores.py,163,36,1,9
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\scores.py,185,14,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\metrics\scores.py,186,14,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,35,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,35,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,39,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,39,9,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,43,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,43,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,47,9,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\misc\wordfinder.py,47,13,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\chart.py,1677,12,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,248,22,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,331,22,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,386,24,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,483,22,2,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\pchart.py,497,22,2,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\viterbi.py,198,24,2,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\viterbi.py,367,22,2,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\parse\viterbi.py,380,22,2,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\boxer.py,417,34,2,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,258,30,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\drt.py,417,17,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1030,18,1,2
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1070,30,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1094,16,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1102,21,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1110,22,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\sem\logic.py,1117,20,1,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\brill_trainer_orig.py,366,33,1,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\hmm.py,1053,35,2,3
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\mapping.py,43,35,0,4
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\mapping.py,43,13,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tag\mapping.py,51,11,0,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\test\unit\utils.py,42,13,1,1
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tokenize\texttiling.py,147,21,1,5
nltk,3.0.2,E:\my code\pysmell\subject_raw\nltk\nltk\nltk\tokenize\texttiling.py,287,21,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\.travis\travis_after_all.py,26,42,1,4
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\.travis\travis_after_all.py,69,17,2,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\lines_bars_and_markers\marker_reference.py,43,29,1,9
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\misc\rec_groupby_demo.py,29,37,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\misc\rec_groupby_demo.py,30,38,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\units\basic_units.py,300,15,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\embedding_in_gtk.py,19,23,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\embedding_in_gtk2.py,24,23,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\gtk_spreadsheet.py,29,25,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\mathtext_wx.py,32,23,1,7
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\mathtext_wx.py,33,31,1,9
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\mathtext_wx.py,34,23,1,7
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\mathtext_wx.py,35,14,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\mpl_with_glade.py,46,23,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\rec_edit_gtk_custom.py,41,27,0,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\examples\user_interfaces\rec_edit_gtk_simple.py,16,27,0,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,1052,19,0,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\animation.py,1056,32,0,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,1452,16,1,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\backend_bases.py,1711,16,1,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\figure.py,658,29,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\figure.py,1243,30,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\figure.py,1271,28,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,3210,15,1,3
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,3715,16,0,1
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\mlab.py,3718,28,0,4
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\pyplot.py,572,13,1,2
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\type1font.py,215,32,1,6
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\type1font.py,219,37,1,5
matplotlib,v1.4.3,E:\my code\pysmell\subject_raw\matplotlib\matplotlib\lib\matplotlib\type1font.py,301,22,1,5
