subject,tag,file,lineno,NOC,PAR,NOO
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\concurrent.py,374,38,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\concurrent.py,434,47,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\curl_httpclient.py,322,31,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,212,38,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,584,20,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,746,51,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,751,51,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,770,25,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\gen.py,963,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\http1connection.py,683,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,436,24,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\ioloop.py,584,47,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,387,21,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1155,36,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\iostream.py,1336,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locks.py,134,46,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\locks.py,376,46,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\log.py,238,37,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\options.py,309,24,1,2
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\queues.py,44,46,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\simple_httpclient.py,411,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\template.py,268,20,1,2
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1059,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\web.py,1509,48,0,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,157,25,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,535,35,1,6
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\websocket.py,912,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\asyncio_test.py,49,9,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\concurrent_test.py,55,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\concurrent_test.py,137,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\concurrent_test.py,150,18,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\concurrent_test.py,222,38,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\curl_httpclient_test.py,106,16,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\escape_test.py,130,43,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,123,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,835,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,855,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,1010,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,1111,32,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,1121,48,0,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\gen_test.py,1147,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\httpclient_test.py,400,20,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\httpserver_test.py,928,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\httpserver_test.py,994,30,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\httpserver_test.py,1005,30,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\httpserver_test.py,1015,30,1,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,103,20,2,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,108,20,2,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,171,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,207,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,249,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,254,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,259,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,285,20,2,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,350,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,369,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,374,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,486,11,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,487,30,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,533,9,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\ioloop_test.py,537,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,109,34,0,7
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,185,19,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,266,16,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,291,13,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,293,19,0,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,321,23,0,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,325,16,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,508,9,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,532,15,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,544,15,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,609,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,636,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,653,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,669,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,696,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\iostream_test.py,713,26,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\locks_test.py,153,18,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\netutil_test.py,138,28,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\simple_httpclient_test.py,172,30,0,6
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\simple_httpclient_test.py,186,21,0,5
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\stack_context_test.py,251,18,3,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\stack_context_test.py,261,18,3,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\template_test.py,66,21,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\template_test.py,67,21,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\template_test.py,91,13,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\testing_test.py,31,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\testing_test.py,69,23,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\testing_test.py,70,23,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\twisted_test.py,212,27,0,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\twisted_test.py,337,22,1,4
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\twisted_test.py,388,12,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\twisted_test.py,613,15,1,1
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\websocket_test.py,147,19,1,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\web_test.py,1681,12,0,3
tornado,v4.2.0,E:\my code\pysmell\subject_raw\tornado\tornado\tornado\test\web_test.py,1682,12,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\benchmarks\benchmarks\optimize.py,60,29,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\benchmarks\benchmarks\optimize.py,202,20,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\benchmarks\benchmarks\optimize.py,203,32,1,10
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\doc\source\scipyoptdoc.py,43,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\doc\source\scipyoptdoc.py,45,35,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,773,12,1,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1675,41,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1678,36,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1680,38,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1683,35,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1702,41,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1705,36,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1708,38,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1711,35,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1731,41,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1733,38,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1754,41,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\cluster\hierarchy.py,1756,38,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\fftpack\tests\test_basic.py,729,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,45,24,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,48,26,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,126,13,2,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,140,13,2,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_integrate.py,615,14,2,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,212,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,212,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,222,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,222,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,223,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,223,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,341,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,341,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,350,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,350,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,351,18,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadpack.py,351,15,2,2
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadrature.py,74,23,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\integrate\tests\test_quadrature.py,80,23,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\fitpack.py,791,29,2,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_fitpack2.py,451,29,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_fitpack2.py,454,29,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_fitpack2.py,457,29,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,184,19,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,185,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,186,18,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,187,31,2,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,247,19,2,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,248,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,249,18,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,250,31,2,9
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,269,16,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,270,16,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,271,25,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,272,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,324,16,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,325,16,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,326,25,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_interpnd.py,327,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\interpolate\tests\test_rbf.py,124,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\io\arff\arffread.py,218,32,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\io\harwell_boeing\tests\test_fortran_format.py,40,36,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\io\matlab\mio4.py,351,15,2,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,110,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,115,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,121,27,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,123,28,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,125,21,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\decomp_schur.py,127,20,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,772,19,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,773,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,809,19,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,810,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,811,19,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,812,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,899,19,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\interpolative.py,900,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,24,30,2,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,26,31,2,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,28,27,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,30,26,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,208,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_decomp_qz.py,213,12,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\_matfuncs_inv_ssq.py,719,16,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_basic.py,946,35,2,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_decomp.py,1679,16,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_decomp.py,1870,24,3,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_decomp.py,2106,23,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_decomp.py,2121,26,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\linalg\tests\test_decomp_cholesky.py,183,25,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\ndimage\tests\test_filters.py,16,17,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\ndimage\tests\test_filters.py,38,18,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\ndimage\tests\test_filters.py,42,24,2,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,532,21,0,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,587,16,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,588,25,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,589,18,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,590,27,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,595,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,596,22,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,597,20,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,598,29,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,963,41,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,965,44,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\nonlin.py,967,45,0,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\_linprog.py,67,28,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linesearch.py,41,22,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linesearch.py,46,22,1,7
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linesearch.py,101,32,0,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linprog.py,273,21,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linprog.py,319,21,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_linprog.py,449,21,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,144,26,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,145,27,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,257,26,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,258,27,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,397,17,3,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,406,21,3,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,407,21,3,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,409,21,3,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_minpack.py,474,34,1,8
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,162,23,1,6
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,163,18,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,380,9,1,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,381,23,1,4
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,572,11,0,1
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_optimize.py,892,33,1,13
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_regression.py,18,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_regression.py,23,18,1,5
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_regression.py,24,13,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_slsqp.py,293,14,1,3
scipy,v0.16.0b2,E:\my code\pysmell\subject_raw\scipy\scipy\scipy\optimize\tests\test_slsqp.py,294,16,1,5
