subject,tag,file,lineno,MLOC
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\base.py,71,130
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\query.py,1350,61
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\fields\related.py,2266,85
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,231,61
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,371,72
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\compiler.py,635,85
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\db\models\sql\query.py,263,56
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\http\multipartparser.py,107,99
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\templatetags\i18n.py,398,60
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\regex_helper.py,50,80
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\utils\translation\trans_real.py,540,149
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\django\views\i18n.py,198,67
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\runtests.py,96,78
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_filters\tests.py,254,64
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_filters\tests.py,637,56
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,73,65
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,1619,66
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_views\tests.py,3942,81
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_widgets\tests.py,879,76
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\admin_widgets\tests.py,1003,63
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,283,73
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation\tests.py,465,58
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,204,68
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\aggregation_regress\tests.py,642,85
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\fixtures\tests.py,77,56
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\forms_tests\tests\test_forms.py,1565,68
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\tests.py,224,82
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\i18n\tests.py,591,134
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,127,102
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\lookup\tests.py,485,91
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\many_to_one\tests.py,187,77
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\migrations\test_state.py,24,59
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_forms\tests.py,1983,80
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,148,102
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,732,67
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,860,98
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets\tests.py,1264,106
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_formsets_regress\tests.py,20,56
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\model_inheritance_regress\tests.py,24,62
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\multiple_database\tests.py,1046,70
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\multiple_database\tests.py,1176,63
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\prefetch_related\tests.py,526,83
django,1.8.2,E:\my code\pysmell\subject_raw\django\django\tests\test_client_regress\tests.py,59,79
